State,Year,Total_co2_emission,CO2_Unit,Average_Price,Price_Unit,resident_population,Pop_Unit,Total_energy,ENERGY_Unit,Total_renewable_energy,Renew_Unit
OH,2001,133.630128,million metric tons CO2,10.9,Dollars per million Btu,11387,Thousand,951073,Billion Btu,51101,Billion Btu
OH,2000,142.242532,million metric tons CO2,10.42,Dollars per million Btu,11364,Thousand,930384,Billion Btu,79331,Billion Btu
OH,1999,136.12251799999999,million metric tons CO2,8.99,Dollars per million Btu,11335,Thousand,925533,Billion Btu,74350,Billion Btu
OH,1998,133.741224,million metric tons CO2,8.79,Dollars per million Btu,11312,Thousand,1057206,Billion Btu,67210,Billion Btu
OH,1997,134.474292,million metric tons CO2,9.09,Dollars per million Btu,11277,Thousand,1095988,Billion Btu,74188,Billion Btu
OK,2016,115.088298,million metric tons CO2,13.99,Dollars per million Btu,3927,Thousand,4004641,Billion Btu,240203,Billion Btu
OK,2015,120.142812,million metric tons CO2,16.02,Dollars per million Btu,3910,Thousand,4023984,Billion Btu,184747,Billion Btu
OK,2014,123.16180200000001,million metric tons CO2,19.93,Dollars per million Btu,3878,Thousand,3703340,Billion Btu,159199,Billion Btu
OK,2013,120.90851699999999,million metric tons CO2,19.75,Dollars per million Btu,3853,Thousand,3166872,Billion Btu,161197,Billion Btu
OK,2012,123.201027,million metric tons CO2,20.19,Dollars per million Btu,3819,Thousand,2996505,Billion Btu,119449,Billion Btu
OK,2011,129.930038,million metric tons CO2,19.76,Dollars per million Btu,3788,Thousand,2716285,Billion Btu,98453,Billion Btu
OK,2010,132.767419,million metric tons CO2,17.13,Dollars per million Btu,3760,Thousand,2578993,Billion Btu,93757,Billion Btu
OK,2009,120.100202,million metric tons CO2,15.92,Dollars per million Btu,3718,Thousand,2605676,Billion Btu,79395,Billion Btu
OK,2008,139.628142,million metric tons CO2,20.39,Dollars per million Btu,3669,Thousand,2599173,Billion Btu,73670,Billion Btu
OK,2007,147.430252,million metric tons CO2,17.07,Dollars per million Btu,3634,Thousand,2458990,Billion Btu,74304,Billion Btu
OK,2006,145.782018,million metric tons CO2,16.46,Dollars per million Btu,3594,Thousand,2352428,Billion Btu,50325,Billion Btu
OK,2005,143.332446,million metric tons CO2,14.83,Dollars per million Btu,3549,Thousand,2286466,Billion Btu,61329,Billion Btu
OK,2004,141.664798,million metric tons CO2,12.33,Dollars per million Btu,3525,Thousand,2319063,Billion Btu,62058,Billion Btu
OK,2003,139.358938,million metric tons CO2,10.89,Dollars per million Btu,3505,Thousand,2183881,Billion Btu,41954,Billion Btu
OK,2002,138.490682,million metric tons CO2,9.51,Dollars per million Btu,3489,Thousand,2221272,Billion Btu,40915,Billion Btu
OK,2001,133.630128,million metric tons CO2,10.46,Dollars per million Btu,3467,Thousand,2295579,Billion Btu,48390,Billion Btu
OK,2000,142.242532,million metric tons CO2,9.97,Dollars per million Btu,3454,Thousand,2279890,Billion Btu,47389,Billion Btu
OK,1999,136.12251799999999,million metric tons CO2,7.89,Dollars per million Btu,3437,Thousand,2281805,Billion Btu,55318,Billion Btu
OK,1998,133.741224,million metric tons CO2,7.5,Dollars per million Btu,3405,Thousand,2388864,Billion Btu,60591,Billion Btu
OK,1997,134.474292,million metric tons CO2,8.06,Dollars per million Btu,3373,Thousand,2456333,Billion Btu,55183,Billion Btu
OR,2016,115.088298,million metric tons CO2,17.35,Dollars per million Btu,4091,Thousand,457191,Billion Btu,450442,Billion Btu
OR,2015,120.142812,million metric tons CO2,18.95,Dollars per million Btu,4017,Thousand,431350,Billion Btu,424806,Billion Btu
OR,2014,123.16180200000001,million metric tons CO2,22.11,Dollars per million Btu,3964,Thousand,485600,Billion Btu,478616,Billion Btu
OR,2013,120.90851699999999,million metric tons CO2,22.04,Dollars per million Btu,3923,Thousand,464024,Billion Btu,457551,Billion Btu
OR,2012,123.201027,million metric tons CO2,22.58,Dollars per million Btu,3899,Thousand,499534,Billion Btu,493314,Billion Btu
OR,2011,129.930038,million metric tons CO2,22.12,Dollars per million Btu,3872,Thousand,517200,Billion Btu,510211,Billion Btu
OR,2010,132.767419,million metric tons CO2,19.11,Dollars per million Btu,3838,Thousand,397788,Billion Btu,390608,Billion Btu
OR,2009,120.100202,million metric tons CO2,17.58,Dollars per million Btu,3809,Thousand,416479,Billion Btu,407674,Billion Btu
OR,2008,139.628142,million metric tons CO2,20.88,Dollars per million Btu,3769,Thousand,415254,Billion Btu,404113,Billion Btu
OR,2007,147.430252,million metric tons CO2,18.21,Dollars per million Btu,3722,Thousand,397326,Billion Btu,394863,Billion Btu
OR,2006,145.782018,million metric tons CO2,16.91,Dollars per million Btu,3671,Thousand,433651,Billion Btu,433011,Billion Btu
OR,2005,143.332446,million metric tons CO2,15.26,Dollars per million Btu,3613,Thousand,364534,Billion Btu,364066,Billion Btu
OR,2004,141.664798,million metric tons CO2,13.21,Dollars per million Btu,3569,Thousand,385096,Billion Btu,384623,Billion Btu
OR,2003,139.358938,million metric tons CO2,11.97,Dollars per million Btu,3547,Thousand,385219,Billion Btu,384479,Billion Btu
OR,2002,138.490682,million metric tons CO2,11.11,Dollars per million Btu,3513,Thousand,401491,Billion Btu,400635,Billion Btu
OR,2001,133.630128,million metric tons CO2,10.97,Dollars per million Btu,3468,Thousand,351088,Billion Btu,349949,Billion Btu
OR,2000,142.242532,million metric tons CO2,10.56,Dollars per million Btu,3430,Thousand,437913,Billion Btu,436666,Billion Btu
OR,1999,136.12251799999999,million metric tons CO2,8.79,Dollars per million Btu,3394,Thousand,511188,Billion Btu,509832,Billion Btu
OR,1998,133.741224,million metric tons CO2,8.11,Dollars per million Btu,3352,Thousand,455462,Billion Btu,454349,Billion Btu
OR,1997,134.474292,million metric tons CO2,8.63,Dollars per million Btu,3304,Thousand,531821,Billion Btu,530595,Billion Btu
PA,2016,115.088298,million metric tons CO2,16.65,Dollars per million Btu,12784,Thousand,7887773,Billion Btu,164953,Billion Btu
PA,2015,120.142812,million metric tons CO2,17.81,Dollars per million Btu,12786,Thousand,7466903,Billion Btu,168603,Billion Btu
PA,2014,123.16180200000001,million metric tons CO2,21.29,Dollars per million Btu,12789,Thousand,7148949,Billion Btu,180688,Billion Btu
PA,2013,120.90851699999999,million metric tons CO2,21.53,Dollars per million Btu,12777,Thousand,5882640,Billion Btu,182188,Billion Btu
PA,2012,123.201027,million metric tons CO2,22.76,Dollars per million Btu,12767,Thousand,4738426,Billion Btu,151689,Billion Btu
PA,2011,129.930038,million metric tons CO2,22.72,Dollars per million Btu,12745,Thousand,3878979,Billion Btu,161069,Billion Btu
PA,2010,132.767419,million metric tons CO2,19.61,Dollars per million Btu,12711,Thousand,3072420,Billion Btu,139053,Billion Btu
PA,2009,120.100202,million metric tons CO2,18.14,Dollars per million Btu,12667,Thousand,2678366,Billion Btu,126253,Billion Btu
PA,2008,139.628142,million metric tons CO2,21.41,Dollars per million Btu,12612,Thousand,2754011,Billion Btu,114904,Billion Btu
PA,2007,147.430252,million metric tons CO2,18.34,Dollars per million Btu,12564,Thousand,2680521,Billion Btu,105171,Billion Btu
PA,2006,145.782018,million metric tons CO2,17.57,Dollars per million Btu,12511,Thousand,2675211,Billion Btu,107197,Billion Btu
PA,2005,143.332446,million metric tons CO2,15.66,Dollars per million Btu,12450,Thousand,2698967,Billion Btu,104192,Billion Btu
PA,2004,141.664798,million metric tons CO2,13.13,Dollars per million Btu,12411,Thousand,2738355,Billion Btu,110368,Billion Btu
PA,2003,139.358938,million metric tons CO2,11.81,Dollars per million Btu,12375,Thousand,2665769,Billion Btu,109944,Billion Btu
PA,2002,138.490682,million metric tons CO2,10.81,Dollars per million Btu,12331,Thousand,2803426,Billion Btu,96600,Billion Btu
PA,2001,133.630128,million metric tons CO2,11.26,Dollars per million Btu,12299,Thousand,2943769,Billion Btu,95726,Billion Btu
PA,2000,142.242532,million metric tons CO2,10.7,Dollars per million Btu,12284,Thousand,2994308,Billion Btu,113589,Billion Btu
PA,1999,136.12251799999999,million metric tons CO2,9.14,Dollars per million Btu,12264,Thousand,3038150,Billion Btu,109245,Billion Btu
PA,1998,133.741224,million metric tons CO2,9.15,Dollars per million Btu,12246,Thousand,3033214,Billion Btu,110544,Billion Btu
PA,1997,134.474292,million metric tons CO2,9.4,Dollars per million Btu,12228,Thousand,2899144,Billion Btu,114660,Billion Btu
RI,2016,115.088298,million metric tons CO2,21.17,Dollars per million Btu,1057,Thousand,4114,Billion Btu,4114,Billion Btu
RI,2015,120.142812,million metric tons CO2,22.57,Dollars per million Btu,1056,Thousand,4109,Billion Btu,4109,Billion Btu
RI,2014,123.16180200000001,million metric tons CO2,26.55,Dollars per million Btu,1056,Thousand,4404,Billion Btu,4404,Billion Btu
RI,2013,120.90851699999999,million metric tons CO2,26.21,Dollars per million Btu,1055,Thousand,2681,Billion Btu,2681,Billion Btu
RI,2012,123.201027,million metric tons CO2,26.57,Dollars per million Btu,1055,Thousand,2879,Billion Btu,2879,Billion Btu
RI,2011,129.930038,million metric tons CO2,26.17,Dollars per million Btu,1054,Thousand,3444,Billion Btu,3444,Billion Btu
RI,2010,132.767419,million metric tons CO2,23.62,Dollars per million Btu,1054,Thousand,3424,Billion Btu,3424,Billion Btu
RI,2009,120.100202,million metric tons CO2,21.52,Dollars per million Btu,1054,Thousand,3543,Billion Btu,3543,Billion Btu
RI,2008,139.628142,million metric tons CO2,26.42,Dollars per million Btu,1055,Thousand,2946,Billion Btu,2946,Billion Btu
RI,2007,147.430252,million metric tons CO2,22.96,Dollars per million Btu,1057,Thousand,2780,Billion Btu,2780,Billion Btu
RI,2006,145.782018,million metric tons CO2,22.56,Dollars per million Btu,1063,Thousand,2630,Billion Btu,2630,Billion Btu
RI,2005,143.332446,million metric tons CO2,19.02,Dollars per million Btu,1068,Thousand,879,Billion Btu,879,Billion Btu
RI,2004,141.664798,million metric tons CO2,16.01,Dollars per million Btu,1075,Thousand,3846,Billion Btu,3846,Billion Btu
RI,2003,139.358938,million metric tons CO2,14.28,Dollars per million Btu,1071,Thousand,3787,Billion Btu,3787,Billion Btu
RI,2002,138.490682,million metric tons CO2,12.72,Dollars per million Btu,1066,Thousand,3699,Billion Btu,3699,Billion Btu
RI,2001,133.630128,million metric tons CO2,14.05,Dollars per million Btu,1057,Thousand,3898,Billion Btu,3898,Billion Btu
RI,2000,142.242532,million metric tons CO2,13.14,Dollars per million Btu,1050,Thousand,4520,Billion Btu,4520,Billion Btu
RI,1999,136.12251799999999,million metric tons CO2,9.93,Dollars per million Btu,1040,Thousand,4403,Billion Btu,4403,Billion Btu
RI,1998,133.741224,million metric tons CO2,9.5,Dollars per million Btu,1031,Thousand,4197,Billion Btu,4197,Billion Btu
RI,1997,134.474292,million metric tons CO2,11.07,Dollars per million Btu,1025,Thousand,4347,Billion Btu,4347,Billion Btu
SC,2016,115.088298,million metric tons CO2,17.09,Dollars per million Btu,4958,Thousand,710358,Billion Btu,126475,Billion Btu
SC,2015,120.142812,million metric tons CO2,18.07,Dollars per million Btu,4892,Thousand,686045,Billion Btu,130136,Billion Btu
SC,2014,123.16180200000001,million metric tons CO2,21.91,Dollars per million Btu,4824,Thousand,685012,Billion Btu,136766,Billion Btu
SC,2013,120.90851699999999,million metric tons CO2,21.96,Dollars per million Btu,4764,Thousand,700910,Billion Btu,134031,Billion Btu
SC,2012,123.201027,million metric tons CO2,21.82,Dollars per million Btu,4717,Thousand,653840,Billion Btu,117888,Billion Btu
SC,2011,129.930038,million metric tons CO2,21.39,Dollars per million Btu,4671,Thousand,669349,Billion Btu,115777,Billion Btu
SC,2010,132.767419,million metric tons CO2,18.57,Dollars per million Btu,4636,Thousand,657887,Billion Btu,114508,Billion Btu
SC,2009,120.100202,million metric tons CO2,16.77,Dollars per million Btu,4590,Thousand,648429,Billion Btu,102995,Billion Btu
SC,2008,139.628142,million metric tons CO2,20.56,Dollars per million Btu,4529,Thousand,633034,Billion Btu,92008,Billion Btu
SC,2007,147.430252,million metric tons CO2,17.2,Dollars per million Btu,4444,Thousand,653011,Billion Btu,94997,Billion Btu
SC,2006,145.782018,million metric tons CO2,16.12,Dollars per million Btu,4358,Thousand,628681,Billion Btu,98610,Billion Btu
SC,2005,143.332446,million metric tons CO2,14.93,Dollars per million Btu,4270,Thousand,658748,Billion Btu,104205,Billion Btu
SC,2004,141.664798,million metric tons CO2,12.4,Dollars per million Btu,4211,Thousand,631351,Billion Btu,97431,Billion Btu
SC,2003,139.358938,million metric tons CO2,11.1,Dollars per million Btu,4150,Thousand,629249,Billion Btu,103796,Billion Btu
SC,2002,138.490682,million metric tons CO2,10.03,Dollars per million Btu,4108,Thousand,637467,Billion Btu,80639,Billion Btu
SC,2001,133.630128,million metric tons CO2,10.4,Dollars per million Btu,4065,Thousand,591367,Billion Btu,70574,Billion Btu
SC,2000,142.242532,million metric tons CO2,10.31,Dollars per million Btu,4024,Thousand,623170,Billion Btu,92462,Billion Btu
SC,1999,136.12251799999999,million metric tons CO2,8.67,Dollars per million Btu,3975,Thousand,627968,Billion Btu,96967,Billion Btu
SC,1998,133.741224,million metric tons CO2,8.22,Dollars per million Btu,3919,Thousand,641492,Billion Btu,129956,Billion Btu
SC,1997,134.474292,million metric tons CO2,8.63,Dollars per million Btu,3860,Thousand,603327,Billion Btu,131983,Billion Btu
SD,2016,115.088298,million metric tons CO2,15.01,Dollars per million Btu,863,Thousand,234526,Billion Btu,82703,Billion Btu
SD,2015,120.142812,million metric tons CO2,16.3,Dollars per million Btu,854,Thousand,227130,Billion Btu,72698,Billion Btu
SD,2014,123.16180200000001,million metric tons CO2,20.37,Dollars per million Btu,849,Thousand,249137,Billion Btu,79222,Billion Btu
SD,2013,120.90851699999999,million metric tons CO2,20.23,Dollars per million Btu,842,Thousand,237030,Billion Btu,69102,Billion Btu
SD,2012,123.201027,million metric tons CO2,21.04,Dollars per million Btu,833,Thousand,243435,Billion Btu,83396,Billion Btu
SD,2011,129.930038,million metric tons CO2,20.45,Dollars per million Btu,823,Thousand,248494,Billion Btu,94481,Billion Btu
SD,2010,132.767419,million metric tons CO2,17.22,Dollars per million Btu,816,Thousand,225510,Billion Btu,68210,Billion Btu
SD,2009,120.100202,million metric tons CO2,15.43,Dollars per million Btu,807,Thousand,191129,Billion Btu,51099,Billion Btu
SD,2008,139.628142,million metric tons CO2,19.66,Dollars per million Btu,799,Thousand,155819,Billion Btu,34074,Billion Btu
SD,2007,147.430252,million metric tons CO2,17.69,Dollars per million Btu,792,Thousand,126148,Billion Btu,32789,Billion Btu
SD,2006,145.782018,million metric tons CO2,16.84,Dollars per million Btu,783,Thousand,123693,Billion Btu,37450,Billion Btu
SD,2005,143.332446,million metric tons CO2,15.18,Dollars per million Btu,775,Thousand,102808,Billion Btu,34687,Billion Btu
SD,2004,141.664798,million metric tons CO2,12.8,Dollars per million Btu,770,Thousand,92723,Billion Btu,40115,Billion Btu
SD,2003,139.358938,million metric tons CO2,11.17,Dollars per million Btu,764,Thousand,75918,Billion Btu,46142,Billion Btu
SD,2002,138.490682,million metric tons CO2,10.09,Dollars per million Btu,760,Thousand,63264,Billion Btu,46542,Billion Btu
SD,2001,133.630128,million metric tons CO2,11.05,Dollars per million Btu,758,Thousand,49691,Billion Btu,37753,Billion Btu
SD,2000,142.242532,million metric tons CO2,10.54,Dollars per million Btu,756,Thousand,71314,Billion Btu,60512,Billion Btu
SD,1999,136.12251799999999,million metric tons CO2,8.58,Dollars per million Btu,750,Thousand,80564,Billion Btu,70397,Billion Btu
SD,1998,133.741224,million metric tons CO2,8.28,Dollars per million Btu,746,Thousand,71472,Billion Btu,60725,Billion Btu
SD,1997,134.474292,million metric tons CO2,9.05,Dollars per million Btu,744,Thousand,105290,Billion Btu,94209,Billion Btu
TN,2016,115.088298,million metric tons CO2,16.16,Dollars per million Btu,6645,Thousand,489650,Billion Btu,127173,Billion Btu
TN,2015,120.142812,million metric tons CO2,17.45,Dollars per million Btu,6591,Thousand,479072,Billion Btu,157151,Billion Btu
TN,2014,123.16180200000001,million metric tons CO2,21.4,Dollars per million Btu,6541,Thousand,505397,Billion Btu,154468,Billion Btu
TN,2013,120.90851699999999,million metric tons CO2,21.64,Dollars per million Btu,6493,Thousand,551253,Billion Btu,185717,Billion Btu
TN,2012,123.201027,million metric tons CO2,22.26,Dollars per million Btu,6451,Thousand,473054,Billion Btu,143005,Billion Btu
TN,2011,129.930038,million metric tons CO2,22.05,Dollars per million Btu,6397,Thousand,511186,Billion Btu,152488,Billion Btu
TN,2010,132.767419,million metric tons CO2,18.66,Dollars per million Btu,6355,Thousand,509393,Billion Btu,141186,Billion Btu
TN,2009,120.100202,million metric tons CO2,17.14,Dollars per million Btu,6306,Thousand,518586,Billion Btu,155555,Billion Btu
TN,2008,139.628142,million metric tons CO2,20.63,Dollars per million Btu,6247,Thousand,482365,Billion Btu,122544,Billion Btu
TN,2007,147.430252,million metric tons CO2,17.32,Dollars per million Btu,6176,Thousand,489761,Billion Btu,105896,Billion Btu
TN,2006,145.782018,million metric tons CO2,16.38,Dollars per million Btu,6089,Thousand,476871,Billion Btu,134692,Billion Btu
TN,2005,143.332446,million metric tons CO2,14.65,Dollars per million Btu,5991,Thousand,543466,Billion Btu,158277,Billion Btu
TN,2004,141.664798,million metric tons CO2,12.17,Dollars per million Btu,5911,Thousand,561169,Billion Btu,175977,Billion Btu
TN,2003,139.358938,million metric tons CO2,10.63,Dollars per million Btu,5848,Thousand,511002,Billion Btu,179977,Billion Btu
TN,2002,138.490682,million metric tons CO2,9.69,Dollars per million Btu,5796,Thousand,526516,Billion Btu,144778,Billion Btu
TN,2001,133.630128,million metric tons CO2,9.99,Dollars per million Btu,5751,Thousand,529706,Billion Btu,136233,Billion Btu
TN,2000,142.242532,million metric tons CO2,10.0,Dollars per million Btu,5704,Thousand,464215,Billion Btu,118161,Billion Btu
TN,1999,136.12251799999999,million metric tons CO2,8.66,Dollars per million Btu,5639,Thousand,498129,Billion Btu,129913,Billion Btu
TN,1998,133.741224,million metric tons CO2,8.43,Dollars per million Btu,5570,Thousand,529550,Billion Btu,156780,Billion Btu
TN,1997,134.474292,million metric tons CO2,8.78,Dollars per million Btu,5499,Thousand,509140,Billion Btu,160090,Billion Btu
TX,2016,115.088298,million metric tons CO2,12.5,Dollars per million Btu,27937,Thousand,17079792,Billion Btu,645737,Billion Btu
TX,2015,120.142812,million metric tons CO2,13.69,Dollars per million Btu,27487,Thousand,18100356,Billion Btu,526098,Billion Btu
TX,2014,123.16180200000001,million metric tons CO2,18.93,Dollars per million Btu,26977,Thousand,17638649,Billion Btu,486452,Billion Btu
TX,2013,120.90851699999999,million metric tons CO2,19.1,Dollars per million Btu,26489,Thousand,15678239,Billion Btu,448021,Billion Btu
TX,2012,123.201027,million metric tons CO2,19.26,Dollars per million Btu,26090,Thousand,14196888,Billion Btu,406314,Billion Btu
TX,2011,129.930038,million metric tons CO2,20.53,Dollars per million Btu,25646,Thousand,12576777,Billion Btu,395241,Billion Btu
TX,2010,132.767419,million metric tons CO2,17.41,Dollars per million Btu,25243,Thousand,11415465,Billion Btu,354583,Billion Btu
TX,2009,120.100202,million metric tons CO2,15.75,Dollars per million Btu,24802,Thousand,11099823,Billion Btu,272327,Billion Btu
TX,2008,139.628142,million metric tons CO2,21.71,Dollars per million Btu,24309,Thousand,11330452,Billion Btu,272381,Billion Btu
TX,2007,147.430252,million metric tons CO2,17.79,Dollars per million Btu,23832,Thousand,10320336,Billion Btu,191762,Billion Btu
TX,2006,145.782018,million metric tons CO2,16.78,Dollars per million Btu,23360,Thousand,9725664,Billion Btu,152231,Billion Btu
TX,2005,143.332446,million metric tons CO2,14.72,Dollars per million Btu,22778,Thousand,9405375,Billion Btu,137516,Billion Btu
TX,2004,141.664798,million metric tons CO2,11.41,Dollars per million Btu,22394,Thousand,9180382,Billion Btu,120812,Billion Btu
TX,2003,139.358938,million metric tons CO2,9.76,Dollars per million Btu,22031,Thousand,9303094,Billion Btu,115456,Billion Btu
TX,2002,138.490682,million metric tons CO2,7.96,Dollars per million Btu,21690,Thousand,9293524,Billion Btu,121027,Billion Btu
TX,2001,133.630128,million metric tons CO2,8.86,Dollars per million Btu,21320,Thousand,9527360,Billion Btu,96535,Billion Btu
TX,2000,142.242532,million metric tons CO2,8.74,Dollars per million Btu,20944,Thousand,9703693,Billion Btu,96071,Billion Btu
TX,1999,136.12251799999999,million metric tons CO2,6.71,Dollars per million Btu,20558,Thousand,9544693,Billion Btu,93993,Billion Btu
TX,1998,133.741224,million metric tons CO2,6.08,Dollars per million Btu,20158,Thousand,10144307,Billion Btu,110071,Billion Btu
TX,1997,134.474292,million metric tons CO2,6.9,Dollars per million Btu,19740,Thousand,10220538,Billion Btu,122666,Billion Btu
US,2016,115.088298,million metric tons CO2,15.94,Dollars per million Btu,323071,Thousand,84247690,Billion Btu,8053314,Billion Btu
US,2015,120.142812,million metric tons CO2,17.3,Dollars per million Btu,320743,Thousand,88197690,Billion Btu,7488974,Billion Btu
US,2014,123.16180200000001,million metric tons CO2,21.33,Dollars per million Btu,318386,Thousand,87613590,Billion Btu,7670927,Billion Btu
US,2013,120.90851699999999,million metric tons CO2,21.42,Dollars per million Btu,316058,Thousand,81705691,Billion Btu,7445307,Billion Btu
US,2012,123.201027,million metric tons CO2,21.83,Dollars per million Btu,313874,Thousand,79131447,Billion Btu,6936925,Billion Btu
US,2011,129.930038,million metric tons CO2,21.86,Dollars per million Btu,311580,Thousand,77859295,Billion Btu,7194676,Billion Btu
US,2010,132.767419,million metric tons CO2,18.92,Dollars per million Btu,309326,Thousand,74692403,Billion Btu,6344556,Billion Btu
US,2009,120.100202,million metric tons CO2,17.26,Dollars per million Btu,306772,Thousand,72679848,Billion Btu,6054468,Billion Btu
US,2008,139.628142,million metric tons CO2,21.53,Dollars per million Btu,304094,Thousand,73006805,Billion Btu,5817151,Billion Btu
US,2007,147.430252,million metric tons CO2,18.34,Dollars per million Btu,301231,Thousand,71224772,Billion Btu,5540051,Billion Btu
US,2006,145.782018,million metric tons CO2,17.4,Dollars per million Btu,298380,Thousand,70616450,Billion Btu,5870434,Billion Btu
US,2005,143.332446,million metric tons CO2,15.57,Dollars per million Btu,295517,Thousand,69478650,Billion Btu,5657879,Billion Btu
US,2004,141.664798,million metric tons CO2,12.9,Dollars per million Btu,292805,Thousand,70259294,Billion Btu,5576869,Billion Btu
US,2003,139.358938,million metric tons CO2,11.44,Dollars per million Btu,290108,Thousand,69906269,Billion Btu,5541011,Billion Btu
US,2002,138.490682,million metric tons CO2,10.1,Dollars per million Btu,287625,Thousand,70714263,Billion Btu,5422726,Billion Btu
US,2001,133.630128,million metric tons CO2,10.78,Dollars per million Btu,284969,Thousand,71702773,Billion Btu,4911635,Billion Btu
US,2000,142.242532,million metric tons CO2,10.33,Dollars per million Btu,282162,Thousand,71296592,Billion Btu,5868518,Billion Btu
US,1999,136.12251799999999,million metric tons CO2,8.58,Dollars per million Btu,279040,Thousand,71651776,Billion Btu,6305710,Billion Btu
US,1998,133.741224,million metric tons CO2,8.22,Dollars per million Btu,275854,Thousand,72916246,Billion Btu,6290261,Billion Btu
US,1997,134.474292,million metric tons CO2,8.83,Dollars per million Btu,272647,Thousand,73032371,Billion Btu,6827986,Billion Btu
UT,2016,115.088298,million metric tons CO2,15.7,Dollars per million Btu,3043,Thousand,920341,Billion Btu,33653,Billion Btu
UT,2015,120.142812,million metric tons CO2,17.17,Dollars per million Btu,2982,Thousand,1020718,Billion Btu,21462,Billion Btu
UT,2014,123.16180200000001,million metric tons CO2,21.0,Dollars per million Btu,2937,Thousand,1172036,Billion Btu,21576,Billion Btu
UT,2013,120.90851699999999,million metric tons CO2,20.71,Dollars per million Btu,2898,Thousand,1123007,Billion Btu,17067,Billion Btu
UT,2012,123.201027,million metric tons CO2,21.19,Dollars per million Btu,2853,Thousand,1118331,Billion Btu,20513,Billion Btu
UT,2011,129.930038,million metric tons CO2,20.33,Dollars per million Btu,2814,Thousand,1128682,Billion Btu,24231,Billion Btu
UT,2010,132.767419,million metric tons CO2,17.04,Dollars per million Btu,2775,Thousand,1073079,Billion Btu,17469,Billion Btu
UT,2009,120.100202,million metric tons CO2,15.03,Dollars per million Btu,2723,Thousand,1127555,Billion Btu,15951,Billion Btu
UT,2008,139.628142,million metric tons CO2,18.7,Dollars per million Btu,2663,Thousand,1169898,Billion Btu,13953,Billion Btu
UT,2007,147.430252,million metric tons CO2,16.51,Dollars per million Btu,2598,Thousand,1080950,Billion Btu,11031,Billion Btu
UT,2006,145.782018,million metric tons CO2,15.88,Dollars per million Btu,2526,Thousand,1082815,Billion Btu,13202,Billion Btu
UT,2005,143.332446,million metric tons CO2,13.73,Dollars per million Btu,2458,Thousand,986220,Billion Btu,13607,Billion Btu
UT,2004,141.664798,million metric tons CO2,11.39,Dollars per million Btu,2402,Thousand,884345,Billion Btu,10581,Billion Btu
UT,2003,139.358938,million metric tons CO2,10.19,Dollars per million Btu,2360,Thousand,912211,Billion Btu,10252,Billion Btu
UT,2002,138.490682,million metric tons CO2,9.18,Dollars per million Btu,2325,Thousand,972900,Billion Btu,10879,Billion Btu
UT,2001,133.630128,million metric tons CO2,9.27,Dollars per million Btu,2284,Thousand,1056722,Billion Btu,10816,Billion Btu
UT,2000,142.242532,million metric tons CO2,8.72,Dollars per million Btu,2245,Thousand,1039553,Billion Btu,15405,Billion Btu
UT,1999,136.12251799999999,million metric tons CO2,7.51,Dollars per million Btu,2203,Thousand,1029825,Billion Btu,20361,Billion Btu
UT,1998,133.741224,million metric tons CO2,6.99,Dollars per million Btu,2166,Thousand,1040530,Billion Btu,19503,Billion Btu
UT,1997,134.474292,million metric tons CO2,7.66,Dollars per million Btu,2120,Thousand,1044515,Billion Btu,20402,Billion Btu
VT,2016,115.088298,million metric tons CO2,19.87,Dollars per million Btu,624,Thousand,28443,Billion Btu,28443,Billion Btu
VT,2015,120.142812,million metric tons CO2,21.31,Dollars per million Btu,625,Thousand,30551,Billion Btu,30551,Billion Btu
VT,2014,123.16180200000001,million metric tons CO2,27.69,Dollars per million Btu,625,Thousand,85902,Billion Btu,32973,Billion Btu
VT,2013,120.90851699999999,million metric tons CO2,28.26,Dollars per million Btu,626,Thousand,84095,Billion Btu,33455,Billion Btu
VT,2012,123.201027,million metric tons CO2,29.06,Dollars per million Btu,626,Thousand,78283,Billion Btu,25999,Billion Btu
VT,2011,129.930038,million metric tons CO2,27.91,Dollars per million Btu,627,Thousand,80646,Billion Btu,29295,Billion Btu
VT,2010,132.767419,million metric tons CO2,23.65,Dollars per million Btu,626,Thousand,80702,Billion Btu,30716,Billion Btu
VT,2009,120.100202,million metric tons CO2,21.15,Dollars per million Btu,625,Thousand,87639,Billion Btu,31572,Billion Btu
VT,2008,139.628142,million metric tons CO2,27.01,Dollars per million Btu,624,Thousand,78193,Billion Btu,27029,Billion Btu
VT,2007,147.430252,million metric tons CO2,22.9,Dollars per million Btu,623,Thousand,67989,Billion Btu,18652,Billion Btu
VT,2006,145.782018,million metric tons CO2,21.03,Dollars per million Btu,623,Thousand,80881,Billion Btu,27595,Billion Btu
VT,2005,143.332446,million metric tons CO2,18.66,Dollars per million Btu,621,Thousand,66815,Billion Btu,24325,Billion Btu
VT,2004,141.664798,million metric tons CO2,15.96,Dollars per million Btu,620,Thousand,62271,Billion Btu,22040,Billion Btu
VT,2003,139.358938,million metric tons CO2,14.66,Dollars per million Btu,618,Thousand,70371,Billion Btu,24054,Billion Btu
VT,2002,138.490682,million metric tons CO2,13.8,Dollars per million Btu,615,Thousand,64091,Billion Btu,22714,Billion Btu
VT,2001,133.630128,million metric tons CO2,13.9,Dollars per million Btu,612,Thousand,60900,Billion Btu,17341,Billion Btu
