State,Year,Total_co2_emission,CO2_Unit,Average_Price,Price_Unit,resident_population,Pop_Unit,Total_energy,ENERGY_Unit,Total_renewable_energy,Renew_Unit
VT,2000,142.242532,million metric tons CO2,13.6,Dollars per million Btu,610,Thousand,68821,Billion Btu,21389,Billion Btu
VT,1999,136.12251799999999,million metric tons CO2,11.69,Dollars per million Btu,605,Thousand,63218,Billion Btu,20800,Billion Btu
VT,1998,133.741224,million metric tons CO2,11.08,Dollars per million Btu,600,Thousand,55515,Billion Btu,20290,Billion Btu
VT,1997,134.474292,million metric tons CO2,11.4,Dollars per million Btu,597,Thousand,64725,Billion Btu,19949,Billion Btu
VA,2016,115.088298,million metric tons CO2,16.61,Dollars per million Btu,8411,Thousand,910658,Billion Btu,134016,Billion Btu
VA,2015,120.142812,million metric tons CO2,17.9,Dollars per million Btu,8363,Thousand,931905,Billion Btu,131610,Billion Btu
VA,2014,123.16180200000001,million metric tons CO2,21.81,Dollars per million Btu,8312,Thousand,985885,Billion Btu,130714,Billion Btu
VA,2013,120.90851699999999,million metric tons CO2,22.12,Dollars per million Btu,8253,Thousand,1025885,Billion Btu,118231,Billion Btu
VA,2012,123.201027,million metric tons CO2,22.73,Dollars per million Btu,8185,Thousand,1047354,Billion Btu,101529,Billion Btu
VA,2011,129.930038,million metric tons CO2,22.3,Dollars per million Btu,8100,Thousand,1087672,Billion Btu,102295,Billion Btu
VA,2010,132.767419,million metric tons CO2,19.2,Dollars per million Btu,8024,Thousand,1100815,Billion Btu,107312,Billion Btu
VA,2009,120.100202,million metric tons CO2,17.56,Dollars per million Btu,7926,Thousand,1091443,Billion Btu,114854,Billion Btu
VA,2008,139.628142,million metric tons CO2,21.18,Dollars per million Btu,7833,Thousand,1166053,Billion Btu,117389,Billion Btu
VA,2007,147.430252,million metric tons CO2,17.56,Dollars per million Btu,7751,Thousand,1175202,Billion Btu,116779,Billion Btu
VA,2006,145.782018,million metric tons CO2,16.63,Dollars per million Btu,7674,Thousand,1281790,Billion Btu,118780,Billion Btu
VA,2005,143.332446,million metric tons CO2,14.98,Dollars per million Btu,7577,Thousand,1227039,Billion Btu,126819,Billion Btu
VA,2004,141.664798,million metric tons CO2,12.67,Dollars per million Btu,7476,Thousand,1312037,Billion Btu,110813,Billion Btu
VA,2003,139.358938,million metric tons CO2,11.27,Dollars per million Btu,7367,Thousand,1339693,Billion Btu,104127,Billion Btu
VA,2002,138.490682,million metric tons CO2,10.45,Dollars per million Btu,7287,Thousand,1235676,Billion Btu,76937,Billion Btu
VA,2001,133.630128,million metric tons CO2,10.71,Dollars per million Btu,7198,Thousand,1299958,Billion Btu,92682,Billion Btu
VA,2000,142.242532,million metric tons CO2,10.42,Dollars per million Btu,7106,Thousand,1353571,Billion Btu,113879,Billion Btu
VA,1999,136.12251799999999,million metric tons CO2,8.8,Dollars per million Btu,7000,Thousand,1345658,Billion Btu,120016,Billion Btu
VA,1998,133.741224,million metric tons CO2,8.44,Dollars per million Btu,6901,Thousand,1374506,Billion Btu,122808,Billion Btu
VA,1997,134.474292,million metric tons CO2,9.23,Dollars per million Btu,6829,Thousand,1425090,Billion Btu,123325,Billion Btu
WA,2016,115.088298,million metric tons CO2,15.79,Dollars per million Btu,7295,Thousand,1008329,Billion Btu,907655,Billion Btu
WA,2015,120.142812,million metric tons CO2,17.39,Dollars per million Btu,7164,Thousand,941785,Billion Btu,856438,Billion Btu
WA,2014,123.16180200000001,million metric tons CO2,21.17,Dollars per million Btu,7052,Thousand,1034601,Billion Btu,935268,Billion Btu
WA,2013,120.90851699999999,million metric tons CO2,21.53,Dollars per million Btu,6963,Thousand,1010659,Billion Btu,922251,Billion Btu
WA,2012,123.201027,million metric tons CO2,21.79,Dollars per million Btu,6893,Thousand,1114043,Billion Btu,1016235,Billion Btu
WA,2011,129.930038,million metric tons CO2,21.49,Dollars per million Btu,6822,Thousand,1106551,Billion Btu,1056258,Billion Btu
WA,2010,132.767419,million metric tons CO2,18.36,Dollars per million Btu,6743,Thousand,914338,Billion Btu,817750,Billion Btu
WA,2009,120.100202,million metric tons CO2,16.78,Dollars per million Btu,6667,Thousand,901433,Billion Btu,832048,Billion Btu
WA,2008,139.628142,million metric tons CO2,20.61,Dollars per million Btu,6562,Thousand,976130,Billion Btu,879243,Billion Btu
WA,2007,147.430252,million metric tons CO2,17.71,Dollars per million Btu,6462,Thousand,968204,Billion Btu,883153,Billion Btu
WA,2006,145.782018,million metric tons CO2,16.46,Dollars per million Btu,6371,Thousand,1065862,Billion Btu,928254,Billion Btu
WA,2005,143.332446,million metric tons CO2,14.99,Dollars per million Btu,6257,Thousand,976432,Billion Btu,807670,Billion Btu
WA,2004,141.664798,million metric tons CO2,13.06,Dollars per million Btu,6179,Thousand,1001254,Billion Btu,817539,Billion Btu
WA,2003,139.358938,million metric tons CO2,11.5,Dollars per million Btu,6104,Thousand,1006268,Billion Btu,829004,Billion Btu
WA,2002,138.490682,million metric tons CO2,10.45,Dollars per million Btu,6052,Thousand,1073718,Billion Btu,887661,Billion Btu
WA,2001,133.630128,million metric tons CO2,10.44,Dollars per million Btu,5986,Thousand,817353,Billion Btu,658828,Billion Btu
WA,2000,142.242532,million metric tons CO2,9.53,Dollars per million Btu,5911,Thousand,1065124,Billion Btu,908594,Billion Btu
WA,1999,136.12251799999999,million metric tons CO2,7.64,Dollars per million Btu,5843,Thousand,1209409,Billion Btu,1081546,Billion Btu
WA,1998,133.741224,million metric tons CO2,7.01,Dollars per million Btu,5770,Thousand,1047355,Billion Btu,901648,Billion Btu
WA,1997,134.474292,million metric tons CO2,7.85,Dollars per million Btu,5675,Thousand,1295763,Billion Btu,1158647,Billion Btu
WV,2016,115.088298,million metric tons CO2,16.45,Dollars per million Btu,1831,Thousand,3784831,Billion Btu,44824,Billion Btu
WV,2015,120.142812,million metric tons CO2,16.89,Dollars per million Btu,1842,Thousand,4106078,Billion Btu,45199,Billion Btu
WV,2014,123.16180200000001,million metric tons CO2,20.09,Dollars per million Btu,1849,Thousand,4201168,Billion Btu,50319,Billion Btu
WV,2013,120.90851699999999,million metric tons CO2,20.64,Dollars per million Btu,1854,Thousand,3799597,Billion Btu,54160,Billion Btu
WV,2012,123.201027,million metric tons CO2,21.19,Dollars per million Btu,1857,Thousand,3720572,Billion Btu,44235,Billion Btu
WV,2011,129.930038,million metric tons CO2,20.53,Dollars per million Btu,1856,Thousand,3820505,Billion Btu,44580,Billion Btu
WV,2010,132.767419,million metric tons CO2,17.43,Dollars per million Btu,1854,Thousand,3700095,Billion Btu,42406,Billion Btu
WV,2009,120.100202,million metric tons CO2,15.98,Dollars per million Btu,1848,Thousand,3734008,Billion Btu,45048,Billion Btu
WV,2008,139.628142,million metric tons CO2,17.64,Dollars per million Btu,1840,Thousand,4188949,Billion Btu,29247,Billion Btu
WV,2007,147.430252,million metric tons CO2,15.02,Dollars per million Btu,1834,Thousand,4155403,Billion Btu,26006,Billion Btu
WV,2006,145.782018,million metric tons CO2,14.39,Dollars per million Btu,1828,Thousand,4106081,Billion Btu,28268,Billion Btu
WV,2005,143.332446,million metric tons CO2,13.24,Dollars per million Btu,1820,Thousand,4136605,Billion Btu,28331,Billion Btu
WV,2004,141.664798,million metric tons CO2,10.85,Dollars per million Btu,1816,Thousand,3976697,Billion Btu,19228,Billion Btu
WV,2003,139.358938,million metric tons CO2,9.68,Dollars per million Btu,1812,Thousand,3765536,Billion Btu,19809,Billion Btu
WV,2002,138.490682,million metric tons CO2,8.53,Dollars per million Btu,1805,Thousand,4047572,Billion Btu,15137,Billion Btu
WV,2001,133.630128,million metric tons CO2,8.81,Dollars per million Btu,1801,Thousand,4330256,Billion Btu,14725,Billion Btu
WV,2000,142.242532,million metric tons CO2,8.78,Dollars per million Btu,1807,Thousand,4339126,Billion Btu,17379,Billion Btu
WV,1999,136.12251799999999,million metric tons CO2,7.64,Dollars per million Btu,1812,Thousand,4242051,Billion Btu,14808,Billion Btu
WV,1998,133.741224,million metric tons CO2,7.26,Dollars per million Btu,1816,Thousand,4640243,Billion Btu,16211,Billion Btu
WV,1997,134.474292,million metric tons CO2,7.91,Dollars per million Btu,1819,Thousand,4685293,Billion Btu,17582,Billion Btu
WI,2016,115.088298,million metric tons CO2,15.77,Dollars per million Btu,5773,Thousand,309813,Billion Btu,129893,Billion Btu
WI,2015,120.142812,million metric tons CO2,16.98,Dollars per million Btu,5761,Thousand,307426,Billion Btu,131482,Billion Btu
WI,2014,123.16180200000001,million metric tons CO2,20.66,Dollars per million Btu,5752,Thousand,312549,Billion Btu,140932,Billion Btu
WI,2013,120.90851699999999,million metric tons CO2,20.27,Dollars per million Btu,5737,Thousand,325599,Billion Btu,138009,Billion Btu
WI,2012,123.201027,million metric tons CO2,21.34,Dollars per million Btu,5720,Thousand,344205,Billion Btu,127575,Billion Btu
WI,2011,129.930038,million metric tons CO2,20.9,Dollars per million Btu,5705,Thousand,323588,Billion Btu,132130,Billion Btu
WI,2010,132.767419,million metric tons CO2,18.46,Dollars per million Btu,5690,Thousand,342572,Billion Btu,132144,Billion Btu
WI,2009,120.100202,million metric tons CO2,16.71,Dollars per million Btu,5669,Thousand,303439,Billion Btu,107292,Billion Btu
WI,2008,139.628142,million metric tons CO2,20.14,Dollars per million Btu,5641,Thousand,303547,Billion Btu,114688,Billion Btu
WI,2007,147.430252,million metric tons CO2,17.95,Dollars per million Btu,5611,Thousand,283921,Billion Btu,109034,Billion Btu
WI,2006,145.782018,million metric tons CO2,16.75,Dollars per million Btu,5578,Thousand,272282,Billion Btu,115196,Billion Btu
WI,2005,143.332446,million metric tons CO2,15.08,Dollars per million Btu,5546,Thousand,248416,Billion Btu,120705,Billion Btu
WI,2004,141.664798,million metric tons CO2,12.75,Dollars per million Btu,5514,Thousand,232711,Billion Btu,93609,Billion Btu
WI,2003,139.358938,million metric tons CO2,11.32,Dollars per million Btu,5479,Thousand,242769,Billion Btu,104497,Billion Btu
WI,2002,138.490682,million metric tons CO2,10.0,Dollars per million Btu,5445,Thousand,231538,Billion Btu,98559,Billion Btu
WI,2001,133.630128,million metric tons CO2,10.56,Dollars per million Btu,5407,Thousand,242017,Billion Btu,121275,Billion Btu
WI,2000,142.242532,million metric tons CO2,9.93,Dollars per million Btu,5374,Thousand,233384,Billion Btu,112750,Billion Btu
WI,1999,136.12251799999999,million metric tons CO2,8.23,Dollars per million Btu,5333,Thousand,234332,Billion Btu,113636,Billion Btu
WI,1998,133.741224,million metric tons CO2,7.97,Dollars per million Btu,5298,Thousand,206741,Billion Btu,107579,Billion Btu
WI,1997,134.474292,million metric tons CO2,8.26,Dollars per million Btu,5266,Thousand,164284,Billion Btu,122612,Billion Btu
WY,2016,115.088298,million metric tons CO2,13.27,Dollars per million Btu,584,Thousand,7518403,Billion Btu,51279,Billion Btu
WY,2015,120.142812,million metric tons CO2,14.87,Dollars per million Btu,586,Thousand,9078727,Billion Btu,45048,Billion Btu
WY,2014,123.16180200000001,million metric tons CO2,18.79,Dollars per million Btu,583,Thousand,9362056,Billion Btu,52436,Billion Btu
WY,2013,120.90851699999999,million metric tons CO2,18.43,Dollars per million Btu,582,Thousand,9236921,Billion Btu,51331,Billion Btu
WY,2012,123.201027,million metric tons CO2,18.68,Dollars per million Btu,576,Thousand,9612685,Billion Btu,51941,Billion Btu
WY,2011,129.930038,million metric tons CO2,18.21,Dollars per million Btu,567,Thousand,10353191,Billion Btu,58644,Billion Btu
WY,2010,132.767419,million metric tons CO2,15.37,Dollars per million Btu,564,Thousand,10536615,Billion Btu,43536,Billion Btu
WY,2009,120.100202,million metric tons CO2,13.64,Dollars per million Btu,560,Thousand,10336858,Billion Btu,33116,Billion Btu
WY,2008,139.628142,million metric tons CO2,17.86,Dollars per million Btu,546,Thousand,10886190,Billion Btu,20835,Billion Btu
WY,2007,147.430252,million metric tons CO2,14.95,Dollars per million Btu,535,Thousand,10416795,Billion Btu,17623,Billion Btu
WY,2006,145.782018,million metric tons CO2,14.55,Dollars per million Btu,523,Thousand,10062253,Billion Btu,18692,Billion Btu
WY,2005,143.332446,million metric tons CO2,12.94,Dollars per million Btu,514,Thousand,9156148,Billion Btu,18449,Billion Btu
WY,2004,141.664798,million metric tons CO2,10.31,Dollars per million Btu,509,Thousand,9002214,Billion Btu,13747,Billion Btu
WY,2003,139.358938,million metric tons CO2,8.8,Dollars per million Btu,503,Thousand,8590378,Billion Btu,11324,Billion Btu
WY,2002,138.490682,million metric tons CO2,8.03,Dollars per million Btu,500,Thousand,8449084,Billion Btu,12014,Billion Btu
WY,2001,133.630128,million metric tons CO2,8.51,Dollars per million Btu,495,Thousand,8299346,Billion Btu,14469,Billion Btu
WY,2000,142.242532,million metric tons CO2,7.92,Dollars per million Btu,494,Thousand,7495961,Billion Btu,14845,Billion Btu
WY,1999,136.12251799999999,million metric tons CO2,6.56,Dollars per million Btu,492,Thousand,7306694,Billion Btu,14023,Billion Btu
WY,1998,133.741224,million metric tons CO2,5.96,Dollars per million Btu,491,Thousand,6876206,Billion Btu,15592,Billion Btu
WY,1997,134.474292,million metric tons CO2,6.48,Dollars per million Btu,489,Thousand,6174129,Billion Btu,16153,Billion Btu
