State,Year,Average_Price,Price_Unit
VA,2005,14.98,Dollars per million Btu
VA,2004,12.67,Dollars per million Btu
VA,2003,11.27,Dollars per million Btu
VA,2002,10.45,Dollars per million Btu
VA,2001,10.71,Dollars per million Btu
VA,2000,10.42,Dollars per million Btu
VA,1999,8.8,Dollars per million Btu
VA,1998,8.44,Dollars per million Btu
VA,1997,9.23,Dollars per million Btu
VA,1996,9.13,Dollars per million Btu
VA,1995,8.75,Dollars per million Btu
VA,1994,8.64,Dollars per million Btu
VA,1993,8.75,Dollars per million Btu
VA,1992,8.61,Dollars per million Btu
VA,1991,8.53,Dollars per million Btu
VA,1990,8.61,Dollars per million Btu
VA,1989,8.04,Dollars per million Btu
VA,1988,7.58,Dollars per million Btu
VA,1987,7.62,Dollars per million Btu
VA,1986,7.44,Dollars per million Btu
VA,1985,8.67,Dollars per million Btu
VA,1984,8.59,Dollars per million Btu
VA,1983,8.9,Dollars per million Btu
VA,1982,9.19,Dollars per million Btu
VA,1981,9.03,Dollars per million Btu
VA,1980,7.95,Dollars per million Btu
VA,1979,5.99,Dollars per million Btu
VA,1978,4.94,Dollars per million Btu
VA,1977,4.72,Dollars per million Btu
VA,1976,4.16,Dollars per million Btu
VA,1975,3.95,Dollars per million Btu
VA,1974,3.33,Dollars per million Btu
VA,1973,2.21,Dollars per million Btu
VA,1972,1.99,Dollars per million Btu
VA,1971,1.88,Dollars per million Btu
VA,1970,1.8,Dollars per million Btu
WA,2017,17.68,Dollars per million Btu
WA,2016,15.79,Dollars per million Btu
WA,2015,17.39,Dollars per million Btu
WA,2014,21.17,Dollars per million Btu
WA,2013,21.53,Dollars per million Btu
WA,2012,21.79,Dollars per million Btu
WA,2011,21.49,Dollars per million Btu
WA,2010,18.36,Dollars per million Btu
WA,2009,16.78,Dollars per million Btu
WA,2008,20.61,Dollars per million Btu
WA,2007,17.71,Dollars per million Btu
WA,2006,16.46,Dollars per million Btu
WA,2005,14.99,Dollars per million Btu
WA,2004,13.06,Dollars per million Btu
WA,2003,11.5,Dollars per million Btu
WA,2002,10.45,Dollars per million Btu
WA,2001,10.44,Dollars per million Btu
WA,2000,9.53,Dollars per million Btu
WA,1999,7.64,Dollars per million Btu
WA,1998,7.01,Dollars per million Btu
WA,1997,7.85,Dollars per million Btu
WA,1996,7.88,Dollars per million Btu
WA,1995,7.34,Dollars per million Btu
WA,1994,7.23,Dollars per million Btu
WA,1993,7.02,Dollars per million Btu
WA,1992,6.59,Dollars per million Btu
WA,1991,7.11,Dollars per million Btu
WA,1990,7.03,Dollars per million Btu
WA,1989,6.54,Dollars per million Btu
WA,1988,6.26,Dollars per million Btu
WA,1987,6.23,Dollars per million Btu
WA,1986,6.2,Dollars per million Btu
WA,1985,7.37,Dollars per million Btu
WA,1984,7.47,Dollars per million Btu
WA,1983,7.45,Dollars per million Btu
WA,1982,7.46,Dollars per million Btu
WA,1981,6.84,Dollars per million Btu
WA,1980,5.89,Dollars per million Btu
WA,1979,4.34,Dollars per million Btu
WA,1978,3.48,Dollars per million Btu
WA,1977,3.32,Dollars per million Btu
WA,1976,3.03,Dollars per million Btu
WA,1975,2.79,Dollars per million Btu
WA,1974,2.39,Dollars per million Btu
WA,1973,1.79,Dollars per million Btu
WA,1972,1.64,Dollars per million Btu
WA,1971,1.64,Dollars per million Btu
WA,1970,1.58,Dollars per million Btu
WV,2017,17.6,Dollars per million Btu
WV,2016,16.45,Dollars per million Btu
WV,2015,16.89,Dollars per million Btu
WV,2014,20.09,Dollars per million Btu
WV,2013,20.64,Dollars per million Btu
WV,2012,21.19,Dollars per million Btu
WV,2011,20.53,Dollars per million Btu
WV,2010,17.43,Dollars per million Btu
WV,2009,15.98,Dollars per million Btu
WV,2008,17.64,Dollars per million Btu
WV,2007,15.02,Dollars per million Btu
WV,2006,14.39,Dollars per million Btu
WV,2005,13.24,Dollars per million Btu
WV,2004,10.85,Dollars per million Btu
WV,2003,9.68,Dollars per million Btu
WV,2002,8.53,Dollars per million Btu
WV,2001,8.81,Dollars per million Btu
WV,2000,8.78,Dollars per million Btu
WV,1999,7.64,Dollars per million Btu
WV,1998,7.26,Dollars per million Btu
WV,1997,7.91,Dollars per million Btu
WV,1996,7.72,Dollars per million Btu
WV,1995,7.51,Dollars per million Btu
WV,1994,7.17,Dollars per million Btu
WV,1993,7.18,Dollars per million Btu
WV,1992,7.12,Dollars per million Btu
WV,1991,7.09,Dollars per million Btu
WV,1990,6.81,Dollars per million Btu
WV,1989,6.21,Dollars per million Btu
WV,1988,5.94,Dollars per million Btu
WV,1987,6.21,Dollars per million Btu
WV,1986,6.17,Dollars per million Btu
WV,1985,7.3,Dollars per million Btu
WV,1984,6.72,Dollars per million Btu
WV,1983,7.2,Dollars per million Btu
WV,1982,6.96,Dollars per million Btu
WV,1981,6.46,Dollars per million Btu
WV,1980,5.55,Dollars per million Btu
WV,1979,4.34,Dollars per million Btu
WV,1978,3.57,Dollars per million Btu
WV,1977,3.39,Dollars per million Btu
WV,1976,2.96,Dollars per million Btu
WV,1975,2.8,Dollars per million Btu
WV,1974,2.17,Dollars per million Btu
WV,1973,1.5,Dollars per million Btu
WV,1972,1.38,Dollars per million Btu
WV,1971,1.31,Dollars per million Btu
WV,1970,1.15,Dollars per million Btu
WI,2017,16.76,Dollars per million Btu
WI,2016,15.77,Dollars per million Btu
WI,2015,16.98,Dollars per million Btu
WI,2014,20.66,Dollars per million Btu
WI,2013,20.27,Dollars per million Btu
WI,2012,21.34,Dollars per million Btu
WI,2011,20.9,Dollars per million Btu
WI,2010,18.46,Dollars per million Btu
WI,2009,16.71,Dollars per million Btu
WI,2008,20.14,Dollars per million Btu
WI,2007,17.95,Dollars per million Btu
WI,2006,16.75,Dollars per million Btu
WI,2005,15.08,Dollars per million Btu
WI,2004,12.75,Dollars per million Btu
WI,2003,11.32,Dollars per million Btu
WI,2002,10,Dollars per million Btu
WI,2001,10.56,Dollars per million Btu
WI,2000,9.93,Dollars per million Btu
WI,1999,8.23,Dollars per million Btu
WI,1998,7.97,Dollars per million Btu
WI,1997,8.26,Dollars per million Btu
WI,1996,8.2,Dollars per million Btu
WI,1995,7.82,Dollars per million Btu
WI,1994,7.92,Dollars per million Btu
WI,1993,7.93,Dollars per million Btu
WI,1992,7.85,Dollars per million Btu
WI,1991,7.89,Dollars per million Btu
WI,1990,8.01,Dollars per million Btu
WI,1989,7.49,Dollars per million Btu
WI,1988,7.4,Dollars per million Btu
WI,1987,7.56,Dollars per million Btu
WI,1986,7.6,Dollars per million Btu
WI,1985,8.41,Dollars per million Btu
WI,1984,8.44,Dollars per million Btu
WI,1983,8.36,Dollars per million Btu
WI,1982,8.34,Dollars per million Btu
WI,1981,7.91,Dollars per million Btu
WI,1980,6.72,Dollars per million Btu
WI,1979,5.25,Dollars per million Btu
WI,1978,4.14,Dollars per million Btu
WI,1977,3.97,Dollars per million Btu
WI,1976,3.64,Dollars per million Btu
WI,1975,3.28,Dollars per million Btu
WI,1974,2.92,Dollars per million Btu
WI,1973,2.26,Dollars per million Btu
WI,1972,2,Dollars per million Btu
WI,1971,1.86,Dollars per million Btu
WI,1970,1.76,Dollars per million Btu
WY,2017,14.51,Dollars per million Btu
WY,2016,13.27,Dollars per million Btu
WY,2015,14.87,Dollars per million Btu
WY,2014,18.79,Dollars per million Btu
WY,2013,18.43,Dollars per million Btu
WY,2012,18.68,Dollars per million Btu
WY,2011,18.21,Dollars per million Btu
WY,2010,15.37,Dollars per million Btu
WY,2009,13.64,Dollars per million Btu
WY,2008,17.86,Dollars per million Btu
WY,2007,14.95,Dollars per million Btu
WY,2006,14.55,Dollars per million Btu
WY,2005,12.94,Dollars per million Btu
WY,2004,10.31,Dollars per million Btu
WY,2003,8.8,Dollars per million Btu
WY,2002,8.03,Dollars per million Btu
WY,2001,8.51,Dollars per million Btu
WY,2000,7.92,Dollars per million Btu
WY,1999,6.56,Dollars per million Btu
WY,1998,5.96,Dollars per million Btu
WY,1997,6.48,Dollars per million Btu
WY,1996,6.38,Dollars per million Btu
WY,1995,6.18,Dollars per million Btu
WY,1994,6.03,Dollars per million Btu
WY,1993,6.13,Dollars per million Btu
WY,1992,5.97,Dollars per million Btu
WY,1991,6.26,Dollars per million Btu
WY,1990,6.53,Dollars per million Btu
WY,1989,6.53,Dollars per million Btu
WY,1988,6.15,Dollars per million Btu
WY,1987,6.1,Dollars per million Btu
WY,1986,6.17,Dollars per million Btu
WY,1985,6.79,Dollars per million Btu
WY,1984,6.79,Dollars per million Btu
WY,1983,6.55,Dollars per million Btu
WY,1982,6.61,Dollars per million Btu
WY,1981,6.68,Dollars per million Btu
WY,1980,5.86,Dollars per million Btu
WY,1979,4.27,Dollars per million Btu
WY,1978,3.22,Dollars per million Btu
WY,1977,2.93,Dollars per million Btu
WY,1976,2.69,Dollars per million Btu
WY,1975,2.55,Dollars per million Btu
WY,1974,2.18,Dollars per million Btu
WY,1973,1.59,Dollars per million Btu
WY,1972,1.33,Dollars per million Btu
WY,1971,1.5,Dollars per million Btu
WY,1970,1.32,Dollars per million Btu
