State,Year,Average_Price,Price_Unit
NY,1987,8.89,Dollars per million Btu
NY,1986,8.98,Dollars per million Btu
NY,1985,10.25,Dollars per million Btu
NY,1984,10.31,Dollars per million Btu
NY,1983,10.65,Dollars per million Btu
NY,1982,10.11,Dollars per million Btu
NY,1981,9.83,Dollars per million Btu
NY,1980,8.03,Dollars per million Btu
NY,1979,6.2,Dollars per million Btu
NY,1978,4.89,Dollars per million Btu
NY,1977,4.66,Dollars per million Btu
NY,1976,4.2,Dollars per million Btu
NY,1975,4.11,Dollars per million Btu
NY,1974,3.61,Dollars per million Btu
NY,1973,2.41,Dollars per million Btu
NY,1972,2.18,Dollars per million Btu
NY,1971,2.03,Dollars per million Btu
NY,1970,1.81,Dollars per million Btu
NC,2017,19,Dollars per million Btu
NC,2016,17.95,Dollars per million Btu
NC,2015,19.25,Dollars per million Btu
NC,2014,23.15,Dollars per million Btu
NC,2013,23.38,Dollars per million Btu
NC,2012,23.75,Dollars per million Btu
NC,2011,23.32,Dollars per million Btu
NC,2010,20.31,Dollars per million Btu
NC,2009,18.53,Dollars per million Btu
NC,2008,22.11,Dollars per million Btu
NC,2007,19.41,Dollars per million Btu
NC,2006,18.16,Dollars per million Btu
NC,2005,16.51,Dollars per million Btu
NC,2004,13.92,Dollars per million Btu
NC,2003,12.29,Dollars per million Btu
NC,2002,11.37,Dollars per million Btu
NC,2001,11.67,Dollars per million Btu
NC,2000,11.51,Dollars per million Btu
NC,1999,9.8,Dollars per million Btu
NC,1998,9.46,Dollars per million Btu
NC,1997,10.04,Dollars per million Btu
NC,1996,9.92,Dollars per million Btu
NC,1995,9.47,Dollars per million Btu
NC,1994,9.59,Dollars per million Btu
NC,1993,9.59,Dollars per million Btu
NC,1992,9.51,Dollars per million Btu
NC,1991,9.81,Dollars per million Btu
NC,1990,9.66,Dollars per million Btu
NC,1989,8.87,Dollars per million Btu
NC,1988,8.43,Dollars per million Btu
NC,1987,8.55,Dollars per million Btu
NC,1986,8.3,Dollars per million Btu
NC,1985,9.35,Dollars per million Btu
NC,1984,9.2,Dollars per million Btu
NC,1983,9.14,Dollars per million Btu
NC,1982,9.55,Dollars per million Btu
NC,1981,9.25,Dollars per million Btu
NC,1980,7.92,Dollars per million Btu
NC,1979,5.99,Dollars per million Btu
NC,1978,5.09,Dollars per million Btu
NC,1977,4.77,Dollars per million Btu
NC,1976,4.37,Dollars per million Btu
NC,1975,4.08,Dollars per million Btu
NC,1974,3.49,Dollars per million Btu
NC,1973,2.45,Dollars per million Btu
NC,1972,2.23,Dollars per million Btu
NC,1971,2.15,Dollars per million Btu
NC,1970,2.01,Dollars per million Btu
ND,2017,13.36,Dollars per million Btu
ND,2016,12.29,Dollars per million Btu
ND,2015,13.62,Dollars per million Btu
ND,2014,18.26,Dollars per million Btu
ND,2013,18.2,Dollars per million Btu
ND,2012,17.89,Dollars per million Btu
ND,2011,17.03,Dollars per million Btu
ND,2010,13.16,Dollars per million Btu
ND,2009,11.23,Dollars per million Btu
ND,2008,14.99,Dollars per million Btu
ND,2007,12.75,Dollars per million Btu
ND,2006,11.36,Dollars per million Btu
ND,2005,10.5,Dollars per million Btu
ND,2004,8.77,Dollars per million Btu
ND,2003,7.39,Dollars per million Btu
ND,2002,6.69,Dollars per million Btu
ND,2001,7.28,Dollars per million Btu
ND,2000,7.05,Dollars per million Btu
ND,1999,5.78,Dollars per million Btu
ND,1998,5.43,Dollars per million Btu
ND,1997,5.87,Dollars per million Btu
ND,1996,6.05,Dollars per million Btu
ND,1995,5.5,Dollars per million Btu
ND,1994,5.55,Dollars per million Btu
ND,1993,5.64,Dollars per million Btu
ND,1992,5.49,Dollars per million Btu
ND,1991,5.84,Dollars per million Btu
ND,1990,5.85,Dollars per million Btu
ND,1989,5.33,Dollars per million Btu
ND,1988,5.25,Dollars per million Btu
ND,1987,5.08,Dollars per million Btu
ND,1986,5.12,Dollars per million Btu
ND,1985,6.25,Dollars per million Btu
ND,1984,7.45,Dollars per million Btu
ND,1983,8.25,Dollars per million Btu
ND,1982,8.35,Dollars per million Btu
ND,1981,8.49,Dollars per million Btu
ND,1980,7.33,Dollars per million Btu
ND,1979,5.45,Dollars per million Btu
ND,1978,4.36,Dollars per million Btu
ND,1977,4.22,Dollars per million Btu
ND,1976,3.86,Dollars per million Btu
ND,1975,3.49,Dollars per million Btu
ND,1974,3.12,Dollars per million Btu
ND,1973,2.4,Dollars per million Btu
ND,1972,2.02,Dollars per million Btu
ND,1971,2.08,Dollars per million Btu
ND,1970,1.98,Dollars per million Btu
OH,2017,16.67,Dollars per million Btu
OH,2016,15.53,Dollars per million Btu
OH,2015,16.5,Dollars per million Btu
OH,2014,19.78,Dollars per million Btu
OH,2013,19.92,Dollars per million Btu
OH,2012,20.53,Dollars per million Btu
OH,2011,20.47,Dollars per million Btu
OH,2010,18.08,Dollars per million Btu
OH,2009,16.99,Dollars per million Btu
OH,2008,20.36,Dollars per million Btu
OH,2007,17.77,Dollars per million Btu
OH,2006,17.14,Dollars per million Btu
OH,2005,15.39,Dollars per million Btu
OH,2004,12.84,Dollars per million Btu
OH,2003,11.49,Dollars per million Btu
OH,2002,10.37,Dollars per million Btu
OH,2001,10.9,Dollars per million Btu
OH,2000,10.42,Dollars per million Btu
OH,1999,8.99,Dollars per million Btu
OH,1998,8.79,Dollars per million Btu
OH,1997,9.09,Dollars per million Btu
OH,1996,8.87,Dollars per million Btu
OH,1995,8.55,Dollars per million Btu
OH,1994,8.59,Dollars per million Btu
OH,1993,8.59,Dollars per million Btu
OH,1992,8.25,Dollars per million Btu
OH,1991,8.42,Dollars per million Btu
OH,1990,8.27,Dollars per million Btu
OH,1989,7.65,Dollars per million Btu
OH,1988,7.26,Dollars per million Btu
OH,1987,7.37,Dollars per million Btu
OH,1986,7.36,Dollars per million Btu
OH,1985,8.25,Dollars per million Btu
OH,1984,8.06,Dollars per million Btu
OH,1983,8.23,Dollars per million Btu
OH,1982,7.8,Dollars per million Btu
OH,1981,7.1,Dollars per million Btu
OH,1980,6.23,Dollars per million Btu
OH,1979,4.86,Dollars per million Btu
OH,1978,3.96,Dollars per million Btu
OH,1977,3.72,Dollars per million Btu
OH,1976,3.2,Dollars per million Btu
OH,1975,3.06,Dollars per million Btu
OH,1974,2.59,Dollars per million Btu
OH,1973,1.84,Dollars per million Btu
OH,1972,1.71,Dollars per million Btu
OH,1971,1.65,Dollars per million Btu
OH,1970,1.5,Dollars per million Btu
OK,2017,15.37,Dollars per million Btu
OK,2016,13.99,Dollars per million Btu
OK,2015,16.02,Dollars per million Btu
OK,2014,19.93,Dollars per million Btu
OK,2013,19.75,Dollars per million Btu
OK,2012,20.19,Dollars per million Btu
OK,2011,19.76,Dollars per million Btu
OK,2010,17.13,Dollars per million Btu
OK,2009,15.92,Dollars per million Btu
OK,2008,20.39,Dollars per million Btu
OK,2007,17.07,Dollars per million Btu
OK,2006,16.46,Dollars per million Btu
OK,2005,14.83,Dollars per million Btu
OK,2004,12.33,Dollars per million Btu
OK,2003,10.89,Dollars per million Btu
OK,2002,9.51,Dollars per million Btu
OK,2001,10.46,Dollars per million Btu
OK,2000,9.97,Dollars per million Btu
OK,1999,7.89,Dollars per million Btu
OK,1998,7.5,Dollars per million Btu
OK,1997,8.06,Dollars per million Btu
OK,1996,7.84,Dollars per million Btu
OK,1995,7.18,Dollars per million Btu
OK,1994,7.22,Dollars per million Btu
OK,1993,7.27,Dollars per million Btu
OK,1992,7.16,Dollars per million Btu
OK,1991,7.26,Dollars per million Btu
OK,1990,7.38,Dollars per million Btu
OK,1989,6.65,Dollars per million Btu
OK,1988,6.53,Dollars per million Btu
OK,1987,6.68,Dollars per million Btu
OK,1986,7,Dollars per million Btu
OK,1985,7.75,Dollars per million Btu
OK,1984,7.49,Dollars per million Btu
OK,1983,7.61,Dollars per million Btu
OK,1982,7.66,Dollars per million Btu
OK,1981,7.32,Dollars per million Btu
OK,1980,6.49,Dollars per million Btu
OK,1979,4.92,Dollars per million Btu
OK,1978,4.02,Dollars per million Btu
OK,1977,3.71,Dollars per million Btu
OK,1976,3.28,Dollars per million Btu
OK,1975,3.08,Dollars per million Btu
OK,1974,2.71,Dollars per million Btu
OK,1973,2.15,Dollars per million Btu
OK,1972,1.95,Dollars per million Btu
OK,1971,1.89,Dollars per million Btu
OK,1970,1.85,Dollars per million Btu
OR,2017,18.4,Dollars per million Btu
OR,2016,17.35,Dollars per million Btu
OR,2015,18.95,Dollars per million Btu
OR,2014,22.11,Dollars per million Btu
OR,2013,22.04,Dollars per million Btu
OR,2012,22.58,Dollars per million Btu
OR,2011,22.12,Dollars per million Btu
OR,2010,19.11,Dollars per million Btu
OR,2009,17.58,Dollars per million Btu
OR,2008,20.88,Dollars per million Btu
OR,2007,18.21,Dollars per million Btu
OR,2006,16.91,Dollars per million Btu
OR,2005,15.26,Dollars per million Btu
OR,2004,13.21,Dollars per million Btu
OR,2003,11.97,Dollars per million Btu
OR,2002,11.11,Dollars per million Btu
OR,2001,10.97,Dollars per million Btu
OR,2000,10.56,Dollars per million Btu
OR,1999,8.79,Dollars per million Btu
OR,1998,8.11,Dollars per million Btu
OR,1997,8.63,Dollars per million Btu
OR,1996,8.89,Dollars per million Btu
OR,1995,8.58,Dollars per million Btu
OR,1994,8.46,Dollars per million Btu
OR,1993,8.35,Dollars per million Btu
OR,1992,8.01,Dollars per million Btu
OR,1991,7.87,Dollars per million Btu
OR,1990,8.08,Dollars per million Btu
OR,1989,7.5,Dollars per million Btu
OR,1988,7.11,Dollars per million Btu
OR,1987,7.13,Dollars per million Btu
OR,1986,7.03,Dollars per million Btu
OR,1985,8.27,Dollars per million Btu
OR,1984,8.08,Dollars per million Btu
OR,1983,8.02,Dollars per million Btu
OR,1982,8.15,Dollars per million Btu
OR,1981,7.82,Dollars per million Btu
OR,1980,7.07,Dollars per million Btu
OR,1979,5.17,Dollars per million Btu
OR,1978,4.16,Dollars per million Btu
OR,1977,3.84,Dollars per million Btu
OR,1976,3.44,Dollars per million Btu
OR,1975,3.16,Dollars per million Btu
OR,1974,2.81,Dollars per million Btu
OR,1973,2.07,Dollars per million Btu
OR,1972,1.92,Dollars per million Btu
OR,1971,1.92,Dollars per million Btu
OR,1970,1.85,Dollars per million Btu
PA,2017,17.85,Dollars per million Btu
PA,2016,16.65,Dollars per million Btu
PA,2015,17.81,Dollars per million Btu
PA,2014,21.29,Dollars per million Btu
PA,2013,21.53,Dollars per million Btu
PA,2012,22.76,Dollars per million Btu
PA,2011,22.72,Dollars per million Btu
PA,2010,19.61,Dollars per million Btu
PA,2009,18.14,Dollars per million Btu
PA,2008,21.41,Dollars per million Btu
PA,2007,18.34,Dollars per million Btu
PA,2006,17.57,Dollars per million Btu
PA,2005,15.66,Dollars per million Btu
PA,2004,13.13,Dollars per million Btu
PA,2003,11.81,Dollars per million Btu
PA,2002,10.81,Dollars per million Btu
PA,2001,11.26,Dollars per million Btu
PA,2000,10.7,Dollars per million Btu
PA,1999,9.14,Dollars per million Btu
PA,1998,9.15,Dollars per million Btu
PA,1997,9.4,Dollars per million Btu
PA,1996,9.15,Dollars per million Btu
PA,1995,8.79,Dollars per million Btu
PA,1994,8.68,Dollars per million Btu
PA,1993,8.54,Dollars per million Btu
PA,1992,8.6,Dollars per million Btu
PA,1991,8.89,Dollars per million Btu
PA,1990,8.56,Dollars per million Btu
PA,1989,7.75,Dollars per million Btu
PA,1988,7.29,Dollars per million Btu
PA,1987,7.44,Dollars per million Btu
PA,1986,7.63,Dollars per million Btu
PA,1985,8.4,Dollars per million Btu
PA,1984,8.04,Dollars per million Btu
PA,1983,8.25,Dollars per million Btu
PA,1982,8.28,Dollars per million Btu
PA,1981,7.39,Dollars per million Btu
PA,1980,6.37,Dollars per million Btu
PA,1979,4.86,Dollars per million Btu
PA,1978,4.06,Dollars per million Btu
PA,1977,3.84,Dollars per million Btu
PA,1976,3.39,Dollars per million Btu
PA,1975,3.25,Dollars per million Btu
PA,1974,2.84,Dollars per million Btu
PA,1973,1.9,Dollars per million Btu
PA,1972,1.76,Dollars per million Btu
PA,1971,1.66,Dollars per million Btu
PA,1970,1.47,Dollars per million Btu
RI,2017,22.17,Dollars per million Btu
RI,2016,21.17,Dollars per million Btu
RI,2015,22.57,Dollars per million Btu
RI,2014,26.55,Dollars per million Btu
RI,2013,26.21,Dollars per million Btu
RI,2012,26.57,Dollars per million Btu
RI,2011,26.17,Dollars per million Btu
RI,2010,23.62,Dollars per million Btu
RI,2009,21.52,Dollars per million Btu
RI,2008,26.42,Dollars per million Btu
RI,2007,22.96,Dollars per million Btu
RI,2006,22.56,Dollars per million Btu
RI,2005,19.02,Dollars per million Btu
RI,2004,16.01,Dollars per million Btu
RI,2003,14.28,Dollars per million Btu
RI,2002,12.72,Dollars per million Btu
RI,2001,14.05,Dollars per million Btu
RI,2000,13.14,Dollars per million Btu
RI,1999,9.93,Dollars per million Btu
RI,1998,9.5,Dollars per million Btu
RI,1997,11.07,Dollars per million Btu
RI,1996,10.59,Dollars per million Btu
RI,1995,9.89,Dollars per million Btu
RI,1994,9.57,Dollars per million Btu
RI,1993,10.66,Dollars per million Btu
RI,1992,9.24,Dollars per million Btu
RI,1991,10.39,Dollars per million Btu
RI,1990,10.48,Dollars per million Btu
RI,1989,9.34,Dollars per million Btu
RI,1988,8.44,Dollars per million Btu
RI,1987,8.52,Dollars per million Btu
RI,1986,8.38,Dollars per million Btu
RI,1985,9.56,Dollars per million Btu
RI,1984,9.91,Dollars per million Btu
RI,1983,10.3,Dollars per million Btu
RI,1982,10.29,Dollars per million Btu
RI,1981,10.66,Dollars per million Btu
RI,1980,8.95,Dollars per million Btu
RI,1979,6.49,Dollars per million Btu
RI,1978,5.02,Dollars per million Btu
RI,1977,4.68,Dollars per million Btu
RI,1976,4.28,Dollars per million Btu
RI,1975,4.14,Dollars per million Btu
RI,1974,3.76,Dollars per million Btu
RI,1973,2.44,Dollars per million Btu
RI,1972,2.16,Dollars per million Btu
RI,1971,2.01,Dollars per million Btu
RI,1970,1.92,Dollars per million Btu
SC,2017,18.31,Dollars per million Btu
SC,2016,17.09,Dollars per million Btu
SC,2015,18.07,Dollars per million Btu
SC,2014,21.91,Dollars per million Btu
SC,2013,21.96,Dollars per million Btu
SC,2012,21.82,Dollars per million Btu
SC,2011,21.39,Dollars per million Btu
SC,2010,18.57,Dollars per million Btu
SC,2009,16.77,Dollars per million Btu
SC,2008,20.56,Dollars per million Btu
SC,2007,17.2,Dollars per million Btu
SC,2006,16.12,Dollars per million Btu
SC,2005,14.93,Dollars per million Btu
SC,2004,12.4,Dollars per million Btu
SC,2003,11.1,Dollars per million Btu
SC,2002,10.03,Dollars per million Btu
SC,2001,10.4,Dollars per million Btu
SC,2000,10.31,Dollars per million Btu
SC,1999,8.67,Dollars per million Btu
SC,1998,8.22,Dollars per million Btu
SC,1997,8.63,Dollars per million Btu
SC,1996,8.79,Dollars per million Btu
SC,1995,8.44,Dollars per million Btu
SC,1994,8.37,Dollars per million Btu
SC,1993,8.22,Dollars per million Btu
SC,1992,8.23,Dollars per million Btu
SC,1991,8.46,Dollars per million Btu
SC,1990,8.58,Dollars per million Btu
SC,1989,8.07,Dollars per million Btu
SC,1988,7.86,Dollars per million Btu
SC,1987,8.05,Dollars per million Btu
SC,1986,7.78,Dollars per million Btu
SC,1985,8.77,Dollars per million Btu
SC,1984,8.59,Dollars per million Btu
SC,1983,8.58,Dollars per million Btu
SC,1982,8.87,Dollars per million Btu
SC,1981,8.38,Dollars per million Btu
SC,1980,7.17,Dollars per million Btu
SC,1979,5.74,Dollars per million Btu
SC,1978,4.63,Dollars per million Btu
SC,1977,4.27,Dollars per million Btu
SC,1976,3.82,Dollars per million Btu
SC,1975,3.74,Dollars per million Btu
SC,1974,3.26,Dollars per million Btu
SC,1973,2.28,Dollars per million Btu
SC,1972,2.08,Dollars per million Btu
SC,1971,1.96,Dollars per million Btu
SC,1970,1.82,Dollars per million Btu
SD,2017,16.34,Dollars per million Btu
SD,2016,15.01,Dollars per million Btu
SD,2015,16.3,Dollars per million Btu
SD,2014,20.37,Dollars per million Btu
SD,2013,20.23,Dollars per million Btu
SD,2012,21.04,Dollars per million Btu
SD,2011,20.45,Dollars per million Btu
SD,2010,17.22,Dollars per million Btu
SD,2009,15.43,Dollars per million Btu
SD,2008,19.66,Dollars per million Btu
SD,2007,17.69,Dollars per million Btu
SD,2006,16.84,Dollars per million Btu
SD,2005,15.18,Dollars per million Btu
SD,2004,12.8,Dollars per million Btu
SD,2003,11.17,Dollars per million Btu
SD,2002,10.09,Dollars per million Btu
SD,2001,11.05,Dollars per million Btu
SD,2000,10.54,Dollars per million Btu
SD,1999,8.58,Dollars per million Btu
SD,1998,8.28,Dollars per million Btu
SD,1997,9.05,Dollars per million Btu
SD,1996,8.81,Dollars per million Btu
SD,1995,8.28,Dollars per million Btu
SD,1994,8.23,Dollars per million Btu
SD,1993,8.33,Dollars per million Btu
SD,1992,8.34,Dollars per million Btu
SD,1991,8.41,Dollars per million Btu
SD,1990,8.69,Dollars per million Btu
SD,1989,8.03,Dollars per million Btu
SD,1988,7.35,Dollars per million Btu
SD,1987,7.36,Dollars per million Btu
SD,1986,7.2,Dollars per million Btu
SD,1985,8.55,Dollars per million Btu
SD,1984,8.65,Dollars per million Btu
SD,1983,8.69,Dollars per million Btu
SD,1982,8.65,Dollars per million Btu
SD,1981,8.85,Dollars per million Btu
SD,1980,7.74,Dollars per million Btu
SD,1979,5.86,Dollars per million Btu
SD,1978,4.39,Dollars per million Btu
SD,1977,4.09,Dollars per million Btu
SD,1976,3.73,Dollars per million Btu
SD,1975,3.63,Dollars per million Btu
SD,1974,3.32,Dollars per million Btu
SD,1973,2.48,Dollars per million Btu
SD,1972,2.09,Dollars per million Btu
SD,1971,2.16,Dollars per million Btu
SD,1970,2.12,Dollars per million Btu
TN,2017,17.49,Dollars per million Btu
TN,2016,16.16,Dollars per million Btu
TN,2015,17.45,Dollars per million Btu
TN,2014,21.4,Dollars per million Btu
TN,2013,21.64,Dollars per million Btu
TN,2012,22.26,Dollars per million Btu
TN,2011,22.05,Dollars per million Btu
TN,2010,18.66,Dollars per million Btu
TN,2009,17.14,Dollars per million Btu
TN,2008,20.63,Dollars per million Btu
TN,2007,17.32,Dollars per million Btu
TN,2006,16.38,Dollars per million Btu
TN,2005,14.65,Dollars per million Btu
TN,2004,12.17,Dollars per million Btu
TN,2003,10.63,Dollars per million Btu
TN,2002,9.69,Dollars per million Btu
TN,2001,9.99,Dollars per million Btu
TN,2000,10,Dollars per million Btu
TN,1999,8.66,Dollars per million Btu
TN,1998,8.43,Dollars per million Btu
TN,1997,8.78,Dollars per million Btu
TN,1996,8.73,Dollars per million Btu
TN,1995,8.15,Dollars per million Btu
TN,1994,8.24,Dollars per million Btu
TN,1993,8.18,Dollars per million Btu
TN,1992,8.16,Dollars per million Btu
TN,1991,8.28,Dollars per million Btu
TN,1990,8.52,Dollars per million Btu
TN,1989,7.96,Dollars per million Btu
TN,1988,7.73,Dollars per million Btu
TN,1987,7.67,Dollars per million Btu
TN,1986,7.52,Dollars per million Btu
TN,1985,8.08,Dollars per million Btu
TN,1984,8.01,Dollars per million Btu
TN,1983,8.21,Dollars per million Btu
TN,1982,8.83,Dollars per million Btu
TN,1981,8.41,Dollars per million Btu
TN,1980,7.25,Dollars per million Btu
TN,1979,5.68,Dollars per million Btu
TN,1978,4.67,Dollars per million Btu
TN,1977,4.14,Dollars per million Btu
TN,1976,3.8,Dollars per million Btu
TN,1975,3.53,Dollars per million Btu
TN,1974,2.77,Dollars per million Btu
TN,1973,2.05,Dollars per million Btu
TN,1972,1.91,Dollars per million Btu
TN,1971,1.9,Dollars per million Btu
TN,1970,1.73,Dollars per million Btu
TX,2017,14.04,Dollars per million Btu
TX,2016,12.5,Dollars per million Btu
TX,2015,13.69,Dollars per million Btu
TX,2014,18.93,Dollars per million Btu
TX,2013,19.1,Dollars per million Btu
TX,2012,19.26,Dollars per million Btu
TX,2011,20.53,Dollars per million Btu
TX,2010,17.41,Dollars per million Btu
TX,2009,15.75,Dollars per million Btu
TX,2008,21.71,Dollars per million Btu
TX,2007,17.79,Dollars per million Btu
TX,2006,16.78,Dollars per million Btu
TX,2005,14.72,Dollars per million Btu
TX,2004,11.41,Dollars per million Btu
TX,2003,9.76,Dollars per million Btu
TX,2002,7.96,Dollars per million Btu
TX,2001,8.86,Dollars per million Btu
TX,2000,8.74,Dollars per million Btu
TX,1999,6.71,Dollars per million Btu
TX,1998,6.08,Dollars per million Btu
TX,1997,6.9,Dollars per million Btu
TX,1996,7.06,Dollars per million Btu
TX,1995,6.42,Dollars per million Btu
TX,1994,6.57,Dollars per million Btu
TX,1993,6.44,Dollars per million Btu
TX,1992,6.27,Dollars per million Btu
TX,1991,6.35,Dollars per million Btu
TX,1990,6.51,Dollars per million Btu
TX,1989,5.65,Dollars per million Btu
TX,1988,5.58,Dollars per million Btu
TX,1987,5.77,Dollars per million Btu
TX,1986,5.74,Dollars per million Btu
TX,1985,7.12,Dollars per million Btu
TX,1984,7.54,Dollars per million Btu
TX,1983,7.59,Dollars per million Btu
TX,1982,7.66,Dollars per million Btu
TX,1981,7.26,Dollars per million Btu
TX,1980,6.15,Dollars per million Btu
TX,1979,4.77,Dollars per million Btu
TX,1978,3.71,Dollars per million Btu
TX,1977,3.51,Dollars per million Btu
TX,1976,3.17,Dollars per million Btu
TX,1975,2.83,Dollars per million Btu
TX,1974,2.29,Dollars per million Btu
TX,1973,1.48,Dollars per million Btu
TX,1972,1.4,Dollars per million Btu
TX,1971,1.33,Dollars per million Btu
TX,1970,1.28,Dollars per million Btu
US,2017,17.3,Dollars per million Btu
US,2016,15.94,Dollars per million Btu
US,2015,17.3,Dollars per million Btu
US,2014,21.33,Dollars per million Btu
US,2013,21.42,Dollars per million Btu
US,2012,21.83,Dollars per million Btu
US,2011,21.86,Dollars per million Btu
US,2010,18.92,Dollars per million Btu
US,2009,17.26,Dollars per million Btu
US,2008,21.53,Dollars per million Btu
US,2007,18.34,Dollars per million Btu
US,2006,17.4,Dollars per million Btu
US,2005,15.57,Dollars per million Btu
US,2004,12.9,Dollars per million Btu
US,2003,11.44,Dollars per million Btu
US,2002,10.1,Dollars per million Btu
US,2001,10.78,Dollars per million Btu
US,2000,10.33,Dollars per million Btu
US,1999,8.58,Dollars per million Btu
US,1998,8.22,Dollars per million Btu
US,1997,8.83,Dollars per million Btu
US,1996,8.77,Dollars per million Btu
US,1995,8.31,Dollars per million Btu
US,1994,8.33,Dollars per million Btu
US,1993,8.29,Dollars per million Btu
US,1992,8.16,Dollars per million Btu
US,1991,8.25,Dollars per million Btu
US,1990,8.29,Dollars per million Btu
US,1989,7.59,Dollars per million Btu
US,1988,7.29,Dollars per million Btu
US,1987,7.36,Dollars per million Btu
US,1986,7.32,Dollars per million Btu
US,1985,8.38,Dollars per million Btu
US,1984,8.3,Dollars per million Btu
US,1983,8.4,Dollars per million Btu
US,1982,8.47,Dollars per million Btu
US,1981,8.04,Dollars per million Btu
US,1980,6.89,Dollars per million Btu
US,1979,5.22,Dollars per million Btu
US,1978,4.23,Dollars per million Btu
US,1977,3.98,Dollars per million Btu
US,1976,3.57,Dollars per million Btu
US,1975,3.33,Dollars per million Btu
US,1974,2.87,Dollars per million Btu
US,1973,2.02,Dollars per million Btu
US,1972,1.84,Dollars per million Btu
US,1971,1.76,Dollars per million Btu
US,1970,1.65,Dollars per million Btu
UT,2017,16.89,Dollars per million Btu
UT,2016,15.7,Dollars per million Btu
UT,2015,17.17,Dollars per million Btu
UT,2014,21,Dollars per million Btu
UT,2013,20.71,Dollars per million Btu
UT,2012,21.19,Dollars per million Btu
UT,2011,20.33,Dollars per million Btu
UT,2010,17.04,Dollars per million Btu
UT,2009,15.03,Dollars per million Btu
UT,2008,18.7,Dollars per million Btu
UT,2007,16.51,Dollars per million Btu
UT,2006,15.88,Dollars per million Btu
UT,2005,13.73,Dollars per million Btu
UT,2004,11.39,Dollars per million Btu
UT,2003,10.19,Dollars per million Btu
UT,2002,9.18,Dollars per million Btu
UT,2001,9.27,Dollars per million Btu
UT,2000,8.72,Dollars per million Btu
UT,1999,7.51,Dollars per million Btu
UT,1998,6.99,Dollars per million Btu
UT,1997,7.66,Dollars per million Btu
UT,1996,7.56,Dollars per million Btu
UT,1995,7.02,Dollars per million Btu
UT,1994,6.99,Dollars per million Btu
UT,1993,6.98,Dollars per million Btu
UT,1992,7.17,Dollars per million Btu
UT,1991,6.97,Dollars per million Btu
UT,1990,7.18,Dollars per million Btu
UT,1989,6.84,Dollars per million Btu
UT,1988,6.83,Dollars per million Btu
UT,1987,7.41,Dollars per million Btu
UT,1986,7,Dollars per million Btu
UT,1985,7.25,Dollars per million Btu
UT,1984,7.09,Dollars per million Btu
UT,1983,6.95,Dollars per million Btu
UT,1982,7.29,Dollars per million Btu
UT,1981,6.7,Dollars per million Btu
UT,1980,5.79,Dollars per million Btu
UT,1979,4.43,Dollars per million Btu
UT,1978,3.42,Dollars per million Btu
UT,1977,3.15,Dollars per million Btu
UT,1976,2.71,Dollars per million Btu
UT,1975,2.59,Dollars per million Btu
UT,1974,2.23,Dollars per million Btu
UT,1973,1.6,Dollars per million Btu
UT,1972,1.47,Dollars per million Btu
UT,1971,1.39,Dollars per million Btu
UT,1970,1.31,Dollars per million Btu
VT,2017,21.45,Dollars per million Btu
VT,2016,19.87,Dollars per million Btu
VT,2015,21.31,Dollars per million Btu
VT,2014,27.69,Dollars per million Btu
VT,2013,28.26,Dollars per million Btu
VT,2012,29.06,Dollars per million Btu
VT,2011,27.91,Dollars per million Btu
VT,2010,23.65,Dollars per million Btu
VT,2009,21.15,Dollars per million Btu
VT,2008,27.01,Dollars per million Btu
VT,2007,22.9,Dollars per million Btu
VT,2006,21.03,Dollars per million Btu
VT,2005,18.66,Dollars per million Btu
VT,2004,15.96,Dollars per million Btu
VT,2003,14.66,Dollars per million Btu
VT,2002,13.8,Dollars per million Btu
VT,2001,13.9,Dollars per million Btu
VT,2000,13.6,Dollars per million Btu
VT,1999,11.69,Dollars per million Btu
VT,1998,11.08,Dollars per million Btu
VT,1997,11.4,Dollars per million Btu
VT,1996,11.73,Dollars per million Btu
VT,1995,11.21,Dollars per million Btu
VT,1994,10.85,Dollars per million Btu
VT,1993,10.69,Dollars per million Btu
VT,1992,10.65,Dollars per million Btu
VT,1991,10.87,Dollars per million Btu
VT,1990,11.24,Dollars per million Btu
VT,1989,9.91,Dollars per million Btu
VT,1988,9.19,Dollars per million Btu
VT,1987,9.14,Dollars per million Btu
VT,1986,8.86,Dollars per million Btu
VT,1985,10.11,Dollars per million Btu
VT,1984,10.07,Dollars per million Btu
VT,1983,10.26,Dollars per million Btu
VT,1982,10.53,Dollars per million Btu
VT,1981,10.46,Dollars per million Btu
VT,1980,8.97,Dollars per million Btu
VT,1979,6.62,Dollars per million Btu
VT,1978,5.03,Dollars per million Btu
VT,1977,4.75,Dollars per million Btu
VT,1976,4.48,Dollars per million Btu
VT,1975,4.33,Dollars per million Btu
VT,1974,4.08,Dollars per million Btu
VT,1973,2.86,Dollars per million Btu
VT,1972,2.64,Dollars per million Btu
VT,1971,2.52,Dollars per million Btu
VT,1970,2.37,Dollars per million Btu
VA,2017,17.82,Dollars per million Btu
VA,2016,16.61,Dollars per million Btu
VA,2015,17.9,Dollars per million Btu
VA,2014,21.81,Dollars per million Btu
VA,2013,22.12,Dollars per million Btu
VA,2012,22.73,Dollars per million Btu
VA,2011,22.3,Dollars per million Btu
VA,2010,19.2,Dollars per million Btu
VA,2009,17.56,Dollars per million Btu
VA,2008,21.18,Dollars per million Btu
VA,2007,17.56,Dollars per million Btu
VA,2006,16.63,Dollars per million Btu
