State,Year,Total_co2_emission,CO2_Unit
MT,1985,100.906704,million metric tons CO2
MT,1984,94.674537,million metric tons CO2
MT,1983,89.55813,million metric tons CO2
MT,1982,90.38386,million metric tons CO2
MT,1981,102.809002,million metric tons CO2
MT,1980,106.72826,million metric tons CO2
NE,2016,115.088298,million metric tons CO2
NE,2015,120.142812,million metric tons CO2
NE,2014,123.161802,million metric tons CO2
NE,2013,120.908517,million metric tons CO2
NE,2012,123.201027,million metric tons CO2
NE,2011,129.930038,million metric tons CO2
NE,2010,132.767419,million metric tons CO2
NE,2009,120.100202,million metric tons CO2
NE,2008,139.628142,million metric tons CO2
NE,2007,147.430252,million metric tons CO2
NE,2006,145.782018,million metric tons CO2
NE,2005,143.332446,million metric tons CO2
NE,2004,141.664798,million metric tons CO2
NE,2003,139.358938,million metric tons CO2
NE,2002,138.490682,million metric tons CO2
NE,2001,133.630128,million metric tons CO2
NE,2000,142.242532,million metric tons CO2
NE,1999,136.122518,million metric tons CO2
NE,1998,133.741224,million metric tons CO2
NE,1997,134.474292,million metric tons CO2
NE,1996,137.576151,million metric tons CO2
NE,1995,131.569883,million metric tons CO2
NE,1994,123.842036,million metric tons CO2
NE,1993,125.803445,million metric tons CO2
NE,1992,120.935042,million metric tons CO2
NE,1991,114.252069,million metric tons CO2
NE,1990,109.960946,million metric tons CO2
NE,1989,110.071681,million metric tons CO2
NE,1988,104.613623,million metric tons CO2
NE,1987,103.247542,million metric tons CO2
NE,1986,101.305673,million metric tons CO2
NE,1985,100.906704,million metric tons CO2
NE,1984,94.674537,million metric tons CO2
NE,1983,89.55813,million metric tons CO2
NE,1982,90.38386,million metric tons CO2
NE,1981,102.809002,million metric tons CO2
NE,1980,106.72826,million metric tons CO2
NV,2016,115.088298,million metric tons CO2
NV,2015,120.142812,million metric tons CO2
NV,2014,123.161802,million metric tons CO2
NV,2013,120.908517,million metric tons CO2
NV,2012,123.201027,million metric tons CO2
NV,2011,129.930038,million metric tons CO2
NV,2010,132.767419,million metric tons CO2
NV,2009,120.100202,million metric tons CO2
NV,2008,139.628142,million metric tons CO2
NV,2007,147.430252,million metric tons CO2
NV,2006,145.782018,million metric tons CO2
NV,2005,143.332446,million metric tons CO2
NV,2004,141.664798,million metric tons CO2
NV,2003,139.358938,million metric tons CO2
NV,2002,138.490682,million metric tons CO2
NV,2001,133.630128,million metric tons CO2
NV,2000,142.242532,million metric tons CO2
NV,1999,136.122518,million metric tons CO2
NV,1998,133.741224,million metric tons CO2
NV,1997,134.474292,million metric tons CO2
NV,1996,137.576151,million metric tons CO2
NV,1995,131.569883,million metric tons CO2
NV,1994,123.842036,million metric tons CO2
NV,1993,125.803445,million metric tons CO2
NV,1992,120.935042,million metric tons CO2
NV,1991,114.252069,million metric tons CO2
NV,1990,109.960946,million metric tons CO2
NV,1989,110.071681,million metric tons CO2
NV,1988,104.613623,million metric tons CO2
NV,1987,103.247542,million metric tons CO2
NV,1986,101.305673,million metric tons CO2
NV,1985,100.906704,million metric tons CO2
NV,1984,94.674537,million metric tons CO2
NV,1983,89.55813,million metric tons CO2
NV,1982,90.38386,million metric tons CO2
NV,1981,102.809002,million metric tons CO2
NV,1980,106.72826,million metric tons CO2
NH,2016,115.088298,million metric tons CO2
NH,2015,120.142812,million metric tons CO2
NH,2014,123.161802,million metric tons CO2
NH,2013,120.908517,million metric tons CO2
NH,2012,123.201027,million metric tons CO2
NH,2011,129.930038,million metric tons CO2
NH,2010,132.767419,million metric tons CO2
NH,2009,120.100202,million metric tons CO2
NH,2008,139.628142,million metric tons CO2
NH,2007,147.430252,million metric tons CO2
NH,2006,145.782018,million metric tons CO2
NH,2005,143.332446,million metric tons CO2
NH,2004,141.664798,million metric tons CO2
NH,2003,139.358938,million metric tons CO2
NH,2002,138.490682,million metric tons CO2
NH,2001,133.630128,million metric tons CO2
NH,2000,142.242532,million metric tons CO2
NH,1999,136.122518,million metric tons CO2
NH,1998,133.741224,million metric tons CO2
NH,1997,134.474292,million metric tons CO2
NH,1996,137.576151,million metric tons CO2
NH,1995,131.569883,million metric tons CO2
NH,1994,123.842036,million metric tons CO2
NH,1993,125.803445,million metric tons CO2
NH,1992,120.935042,million metric tons CO2
NH,1991,114.252069,million metric tons CO2
NH,1990,109.960946,million metric tons CO2
NH,1989,110.071681,million metric tons CO2
NH,1988,104.613623,million metric tons CO2
NH,1987,103.247542,million metric tons CO2
NH,1986,101.305673,million metric tons CO2
NH,1985,100.906704,million metric tons CO2
NH,1984,94.674537,million metric tons CO2
NH,1983,89.55813,million metric tons CO2
NH,1982,90.38386,million metric tons CO2
NH,1981,102.809002,million metric tons CO2
NH,1980,106.72826,million metric tons CO2
NJ,2016,115.088298,million metric tons CO2
NJ,2015,120.142812,million metric tons CO2
NJ,2014,123.161802,million metric tons CO2
NJ,2013,120.908517,million metric tons CO2
NJ,2012,123.201027,million metric tons CO2
NJ,2011,129.930038,million metric tons CO2
NJ,2010,132.767419,million metric tons CO2
NJ,2009,120.100202,million metric tons CO2
NJ,2008,139.628142,million metric tons CO2
NJ,2007,147.430252,million metric tons CO2
NJ,2006,145.782018,million metric tons CO2
NJ,2005,143.332446,million metric tons CO2
NJ,2004,141.664798,million metric tons CO2
NJ,2003,139.358938,million metric tons CO2
NJ,2002,138.490682,million metric tons CO2
NJ,2001,133.630128,million metric tons CO2
NJ,2000,142.242532,million metric tons CO2
NJ,1999,136.122518,million metric tons CO2
NJ,1998,133.741224,million metric tons CO2
NJ,1997,134.474292,million metric tons CO2
NJ,1996,137.576151,million metric tons CO2
NJ,1995,131.569883,million metric tons CO2
NJ,1994,123.842036,million metric tons CO2
NJ,1993,125.803445,million metric tons CO2
NJ,1992,120.935042,million metric tons CO2
NJ,1991,114.252069,million metric tons CO2
NJ,1990,109.960946,million metric tons CO2
NJ,1989,110.071681,million metric tons CO2
NJ,1988,104.613623,million metric tons CO2
NJ,1987,103.247542,million metric tons CO2
NJ,1986,101.305673,million metric tons CO2
NJ,1985,100.906704,million metric tons CO2
NJ,1984,94.674537,million metric tons CO2
NJ,1983,89.55813,million metric tons CO2
NJ,1982,90.38386,million metric tons CO2
NJ,1981,102.809002,million metric tons CO2
NJ,1980,106.72826,million metric tons CO2
NM,2016,115.088298,million metric tons CO2
NM,2015,120.142812,million metric tons CO2
NM,2014,123.161802,million metric tons CO2
NM,2013,120.908517,million metric tons CO2
NM,2012,123.201027,million metric tons CO2
NM,2011,129.930038,million metric tons CO2
NM,2010,132.767419,million metric tons CO2
NM,2009,120.100202,million metric tons CO2
NM,2008,139.628142,million metric tons CO2
NM,2007,147.430252,million metric tons CO2
NM,2006,145.782018,million metric tons CO2
NM,2005,143.332446,million metric tons CO2
NM,2004,141.664798,million metric tons CO2
NM,2003,139.358938,million metric tons CO2
NM,2002,138.490682,million metric tons CO2
NM,2001,133.630128,million metric tons CO2
NM,2000,142.242532,million metric tons CO2
NM,1999,136.122518,million metric tons CO2
NM,1998,133.741224,million metric tons CO2
NM,1997,134.474292,million metric tons CO2
NM,1996,137.576151,million metric tons CO2
NM,1995,131.569883,million metric tons CO2
NM,1994,123.842036,million metric tons CO2
NM,1993,125.803445,million metric tons CO2
NM,1992,120.935042,million metric tons CO2
NM,1991,114.252069,million metric tons CO2
NM,1990,109.960946,million metric tons CO2
NM,1989,110.071681,million metric tons CO2
NM,1988,104.613623,million metric tons CO2
NM,1987,103.247542,million metric tons CO2
NM,1986,101.305673,million metric tons CO2
NM,1985,100.906704,million metric tons CO2
NM,1984,94.674537,million metric tons CO2
NM,1983,89.55813,million metric tons CO2
NM,1982,90.38386,million metric tons CO2
NM,1981,102.809002,million metric tons CO2
NM,1980,106.72826,million metric tons CO2
NY,2016,115.088298,million metric tons CO2
NY,2015,120.142812,million metric tons CO2
NY,2014,123.161802,million metric tons CO2
NY,2013,120.908517,million metric tons CO2
NY,2012,123.201027,million metric tons CO2
NY,2011,129.930038,million metric tons CO2
NY,2010,132.767419,million metric tons CO2
NY,2009,120.100202,million metric tons CO2
NY,2008,139.628142,million metric tons CO2
NY,2007,147.430252,million metric tons CO2
NY,2006,145.782018,million metric tons CO2
NY,2005,143.332446,million metric tons CO2
NY,2004,141.664798,million metric tons CO2
NY,2003,139.358938,million metric tons CO2
NY,2002,138.490682,million metric tons CO2
NY,2001,133.630128,million metric tons CO2
NY,2000,142.242532,million metric tons CO2
NY,1999,136.122518,million metric tons CO2
NY,1998,133.741224,million metric tons CO2
NY,1997,134.474292,million metric tons CO2
NY,1996,137.576151,million metric tons CO2
NY,1995,131.569883,million metric tons CO2
NY,1994,123.842036,million metric tons CO2
NY,1993,125.803445,million metric tons CO2
NY,1992,120.935042,million metric tons CO2
NY,1991,114.252069,million metric tons CO2
NY,1990,109.960946,million metric tons CO2
NY,1989,110.071681,million metric tons CO2
NY,1988,104.613623,million metric tons CO2
NY,1987,103.247542,million metric tons CO2
NY,1986,101.305673,million metric tons CO2
NY,1985,100.906704,million metric tons CO2
NY,1984,94.674537,million metric tons CO2
NY,1983,89.55813,million metric tons CO2
NY,1982,90.38386,million metric tons CO2
NY,1981,102.809002,million metric tons CO2
NY,1980,106.72826,million metric tons CO2
NC,2016,115.088298,million metric tons CO2
NC,2015,120.142812,million metric tons CO2
NC,2014,123.161802,million metric tons CO2
NC,2013,120.908517,million metric tons CO2
NC,2012,123.201027,million metric tons CO2
NC,2011,129.930038,million metric tons CO2
NC,2010,132.767419,million metric tons CO2
NC,2009,120.100202,million metric tons CO2
NC,2008,139.628142,million metric tons CO2
NC,2007,147.430252,million metric tons CO2
NC,2006,145.782018,million metric tons CO2
NC,2005,143.332446,million metric tons CO2
NC,2004,141.664798,million metric tons CO2
NC,2003,139.358938,million metric tons CO2
NC,2002,138.490682,million metric tons CO2
NC,2001,133.630128,million metric tons CO2
NC,2000,142.242532,million metric tons CO2
NC,1999,136.122518,million metric tons CO2
NC,1998,133.741224,million metric tons CO2
NC,1997,134.474292,million metric tons CO2
NC,1996,137.576151,million metric tons CO2
NC,1995,131.569883,million metric tons CO2
NC,1994,123.842036,million metric tons CO2
NC,1993,125.803445,million metric tons CO2
NC,1992,120.935042,million metric tons CO2
NC,1991,114.252069,million metric tons CO2
NC,1990,109.960946,million metric tons CO2
NC,1989,110.071681,million metric tons CO2
NC,1988,104.613623,million metric tons CO2
NC,1987,103.247542,million metric tons CO2
NC,1986,101.305673,million metric tons CO2
NC,1985,100.906704,million metric tons CO2
NC,1984,94.674537,million metric tons CO2
NC,1983,89.55813,million metric tons CO2
NC,1982,90.38386,million metric tons CO2
NC,1981,102.809002,million metric tons CO2
NC,1980,106.72826,million metric tons CO2
ND,2016,115.088298,million metric tons CO2
ND,2015,120.142812,million metric tons CO2
ND,2014,123.161802,million metric tons CO2
ND,2013,120.908517,million metric tons CO2
ND,2012,123.201027,million metric tons CO2
ND,2011,129.930038,million metric tons CO2
ND,2010,132.767419,million metric tons CO2
ND,2009,120.100202,million metric tons CO2
ND,2008,139.628142,million metric tons CO2
ND,2007,147.430252,million metric tons CO2
ND,2006,145.782018,million metric tons CO2
ND,2005,143.332446,million metric tons CO2
ND,2004,141.664798,million metric tons CO2
ND,2003,139.358938,million metric tons CO2
ND,2002,138.490682,million metric tons CO2
ND,2001,133.630128,million metric tons CO2
ND,2000,142.242532,million metric tons CO2
ND,1999,136.122518,million metric tons CO2
ND,1998,133.741224,million metric tons CO2
ND,1997,134.474292,million metric tons CO2
ND,1996,137.576151,million metric tons CO2
ND,1995,131.569883,million metric tons CO2
ND,1994,123.842036,million metric tons CO2
ND,1993,125.803445,million metric tons CO2
ND,1992,120.935042,million metric tons CO2
ND,1991,114.252069,million metric tons CO2
ND,1990,109.960946,million metric tons CO2
ND,1989,110.071681,million metric tons CO2
ND,1988,104.613623,million metric tons CO2
ND,1987,103.247542,million metric tons CO2
ND,1986,101.305673,million metric tons CO2
ND,1985,100.906704,million metric tons CO2
ND,1984,94.674537,million metric tons CO2
ND,1983,89.55813,million metric tons CO2
ND,1982,90.38386,million metric tons CO2
ND,1981,102.809002,million metric tons CO2
ND,1980,106.72826,million metric tons CO2
OH,2016,115.088298,million metric tons CO2
OH,2015,120.142812,million metric tons CO2
OH,2014,123.161802,million metric tons CO2
OH,2013,120.908517,million metric tons CO2
OH,2012,123.201027,million metric tons CO2
OH,2011,129.930038,million metric tons CO2
OH,2010,132.767419,million metric tons CO2
OH,2009,120.100202,million metric tons CO2
OH,2008,139.628142,million metric tons CO2
OH,2007,147.430252,million metric tons CO2
OH,2006,145.782018,million metric tons CO2
OH,2005,143.332446,million metric tons CO2
OH,2004,141.664798,million metric tons CO2
OH,2003,139.358938,million metric tons CO2
OH,2002,138.490682,million metric tons CO2
OH,2001,133.630128,million metric tons CO2
OH,2000,142.242532,million metric tons CO2
OH,1999,136.122518,million metric tons CO2
OH,1998,133.741224,million metric tons CO2
OH,1997,134.474292,million metric tons CO2
OH,1996,137.576151,million metric tons CO2
OH,1995,131.569883,million metric tons CO2
OH,1994,123.842036,million metric tons CO2
OH,1993,125.803445,million metric tons CO2
OH,1992,120.935042,million metric tons CO2
OH,1991,114.252069,million metric tons CO2
OH,1990,109.960946,million metric tons CO2
OH,1989,110.071681,million metric tons CO2
OH,1988,104.613623,million metric tons CO2
OH,1987,103.247542,million metric tons CO2
OH,1986,101.305673,million metric tons CO2
OH,1985,100.906704,million metric tons CO2
OH,1984,94.674537,million metric tons CO2
OH,1983,89.55813,million metric tons CO2
OH,1982,90.38386,million metric tons CO2
OH,1981,102.809002,million metric tons CO2
OH,1980,106.72826,million metric tons CO2
OK,2016,115.088298,million metric tons CO2
OK,2015,120.142812,million metric tons CO2
OK,2014,123.161802,million metric tons CO2
OK,2013,120.908517,million metric tons CO2
OK,2012,123.201027,million metric tons CO2
OK,2011,129.930038,million metric tons CO2
OK,2010,132.767419,million metric tons CO2
OK,2009,120.100202,million metric tons CO2
OK,2008,139.628142,million metric tons CO2
OK,2007,147.430252,million metric tons CO2
OK,2006,145.782018,million metric tons CO2
OK,2005,143.332446,million metric tons CO2
OK,2004,141.664798,million metric tons CO2
OK,2003,139.358938,million metric tons CO2
OK,2002,138.490682,million metric tons CO2
OK,2001,133.630128,million metric tons CO2
OK,2000,142.242532,million metric tons CO2
OK,1999,136.122518,million metric tons CO2
OK,1998,133.741224,million metric tons CO2
OK,1997,134.474292,million metric tons CO2
OK,1996,137.576151,million metric tons CO2
OK,1995,131.569883,million metric tons CO2
OK,1994,123.842036,million metric tons CO2
OK,1993,125.803445,million metric tons CO2
OK,1992,120.935042,million metric tons CO2
OK,1991,114.252069,million metric tons CO2
OK,1990,109.960946,million metric tons CO2
OK,1989,110.071681,million metric tons CO2
OK,1988,104.613623,million metric tons CO2
OK,1987,103.247542,million metric tons CO2
OK,1986,101.305673,million metric tons CO2
OK,1985,100.906704,million metric tons CO2
OK,1984,94.674537,million metric tons CO2
OK,1983,89.55813,million metric tons CO2
OK,1982,90.38386,million metric tons CO2
OK,1981,102.809002,million metric tons CO2
OK,1980,106.72826,million metric tons CO2
OR,2016,115.088298,million metric tons CO2
OR,2015,120.142812,million metric tons CO2
OR,2014,123.161802,million metric tons CO2
OR,2013,120.908517,million metric tons CO2
OR,2012,123.201027,million metric tons CO2
OR,2011,129.930038,million metric tons CO2
OR,2010,132.767419,million metric tons CO2
OR,2009,120.100202,million metric tons CO2
OR,2008,139.628142,million metric tons CO2
OR,2007,147.430252,million metric tons CO2
OR,2006,145.782018,million metric tons CO2
OR,2005,143.332446,million metric tons CO2
OR,2004,141.664798,million metric tons CO2
OR,2003,139.358938,million metric tons CO2
OR,2002,138.490682,million metric tons CO2
OR,2001,133.630128,million metric tons CO2
OR,2000,142.242532,million metric tons CO2
OR,1999,136.122518,million metric tons CO2
OR,1998,133.741224,million metric tons CO2
OR,1997,134.474292,million metric tons CO2
OR,1996,137.576151,million metric tons CO2
OR,1995,131.569883,million metric tons CO2
OR,1994,123.842036,million metric tons CO2
OR,1993,125.803445,million metric tons CO2
OR,1992,120.935042,million metric tons CO2
OR,1991,114.252069,million metric tons CO2
OR,1990,109.960946,million metric tons CO2
OR,1989,110.071681,million metric tons CO2
OR,1988,104.613623,million metric tons CO2
OR,1987,103.247542,million metric tons CO2
OR,1986,101.305673,million metric tons CO2
OR,1985,100.906704,million metric tons CO2
OR,1984,94.674537,million metric tons CO2
OR,1983,89.55813,million metric tons CO2
OR,1982,90.38386,million metric tons CO2
OR,1981,102.809002,million metric tons CO2
OR,1980,106.72826,million metric tons CO2
PA,2016,115.088298,million metric tons CO2
PA,2015,120.142812,million metric tons CO2
PA,2014,123.161802,million metric tons CO2
PA,2013,120.908517,million metric tons CO2
PA,2012,123.201027,million metric tons CO2
PA,2011,129.930038,million metric tons CO2
PA,2010,132.767419,million metric tons CO2
PA,2009,120.100202,million metric tons CO2
PA,2008,139.628142,million metric tons CO2
PA,2007,147.430252,million metric tons CO2
PA,2006,145.782018,million metric tons CO2
PA,2005,143.332446,million metric tons CO2
PA,2004,141.664798,million metric tons CO2
PA,2003,139.358938,million metric tons CO2
PA,2002,138.490682,million metric tons CO2
PA,2001,133.630128,million metric tons CO2
PA,2000,142.242532,million metric tons CO2
PA,1999,136.122518,million metric tons CO2
PA,1998,133.741224,million metric tons CO2
PA,1997,134.474292,million metric tons CO2
PA,1996,137.576151,million metric tons CO2
PA,1995,131.569883,million metric tons CO2
PA,1994,123.842036,million metric tons CO2
PA,1993,125.803445,million metric tons CO2
PA,1992,120.935042,million metric tons CO2
PA,1991,114.252069,million metric tons CO2
PA,1990,109.960946,million metric tons CO2
PA,1989,110.071681,million metric tons CO2
PA,1988,104.613623,million metric tons CO2
PA,1987,103.247542,million metric tons CO2
PA,1986,101.305673,million metric tons CO2
PA,1985,100.906704,million metric tons CO2
PA,1984,94.674537,million metric tons CO2
PA,1983,89.55813,million metric tons CO2
PA,1982,90.38386,million metric tons CO2
PA,1981,102.809002,million metric tons CO2
PA,1980,106.72826,million metric tons CO2
RI,2016,115.088298,million metric tons CO2
RI,2015,120.142812,million metric tons CO2
RI,2014,123.161802,million metric tons CO2
RI,2013,120.908517,million metric tons CO2
RI,2012,123.201027,million metric tons CO2
RI,2011,129.930038,million metric tons CO2
RI,2010,132.767419,million metric tons CO2
RI,2009,120.100202,million metric tons CO2
RI,2008,139.628142,million metric tons CO2
RI,2007,147.430252,million metric tons CO2
RI,2006,145.782018,million metric tons CO2
RI,2005,143.332446,million metric tons CO2
RI,2004,141.664798,million metric tons CO2
RI,2003,139.358938,million metric tons CO2
RI,2002,138.490682,million metric tons CO2
RI,2001,133.630128,million metric tons CO2
RI,2000,142.242532,million metric tons CO2
RI,1999,136.122518,million metric tons CO2
RI,1998,133.741224,million metric tons CO2
RI,1997,134.474292,million metric tons CO2
RI,1996,137.576151,million metric tons CO2
RI,1995,131.569883,million metric tons CO2
RI,1994,123.842036,million metric tons CO2
RI,1993,125.803445,million metric tons CO2
RI,1992,120.935042,million metric tons CO2
RI,1991,114.252069,million metric tons CO2
RI,1990,109.960946,million metric tons CO2
RI,1989,110.071681,million metric tons CO2
RI,1988,104.613623,million metric tons CO2
RI,1987,103.247542,million metric tons CO2
RI,1986,101.305673,million metric tons CO2
RI,1985,100.906704,million metric tons CO2
RI,1984,94.674537,million metric tons CO2
RI,1983,89.55813,million metric tons CO2
RI,1982,90.38386,million metric tons CO2
RI,1981,102.809002,million metric tons CO2
RI,1980,106.72826,million metric tons CO2
SC,2016,115.088298,million metric tons CO2
SC,2015,120.142812,million metric tons CO2
SC,2014,123.161802,million metric tons CO2
SC,2013,120.908517,million metric tons CO2
SC,2012,123.201027,million metric tons CO2
SC,2011,129.930038,million metric tons CO2
SC,2010,132.767419,million metric tons CO2
SC,2009,120.100202,million metric tons CO2
SC,2008,139.628142,million metric tons CO2
SC,2007,147.430252,million metric tons CO2
SC,2006,145.782018,million metric tons CO2
SC,2005,143.332446,million metric tons CO2
SC,2004,141.664798,million metric tons CO2
SC,2003,139.358938,million metric tons CO2
SC,2002,138.490682,million metric tons CO2
SC,2001,133.630128,million metric tons CO2
SC,2000,142.242532,million metric tons CO2
SC,1999,136.122518,million metric tons CO2
SC,1998,133.741224,million metric tons CO2
SC,1997,134.474292,million metric tons CO2
SC,1996,137.576151,million metric tons CO2
SC,1995,131.569883,million metric tons CO2
SC,1994,123.842036,million metric tons CO2
SC,1993,125.803445,million metric tons CO2
SC,1992,120.935042,million metric tons CO2
SC,1991,114.252069,million metric tons CO2
SC,1990,109.960946,million metric tons CO2
SC,1989,110.071681,million metric tons CO2
SC,1988,104.613623,million metric tons CO2
SC,1987,103.247542,million metric tons CO2
SC,1986,101.305673,million metric tons CO2
SC,1985,100.906704,million metric tons CO2
SC,1984,94.674537,million metric tons CO2
SC,1983,89.55813,million metric tons CO2
SC,1982,90.38386,million metric tons CO2
SC,1981,102.809002,million metric tons CO2
SC,1980,106.72826,million metric tons CO2
SD,2016,115.088298,million metric tons CO2
SD,2015,120.142812,million metric tons CO2
SD,2014,123.161802,million metric tons CO2
SD,2013,120.908517,million metric tons CO2
SD,2012,123.201027,million metric tons CO2
SD,2011,129.930038,million metric tons CO2
SD,2010,132.767419,million metric tons CO2
SD,2009,120.100202,million metric tons CO2
SD,2008,139.628142,million metric tons CO2
SD,2007,147.430252,million metric tons CO2
SD,2006,145.782018,million metric tons CO2
SD,2005,143.332446,million metric tons CO2
SD,2004,141.664798,million metric tons CO2
SD,2003,139.358938,million metric tons CO2
SD,2002,138.490682,million metric tons CO2
SD,2001,133.630128,million metric tons CO2
SD,2000,142.242532,million metric tons CO2
SD,1999,136.122518,million metric tons CO2
SD,1998,133.741224,million metric tons CO2
SD,1997,134.474292,million metric tons CO2
SD,1996,137.576151,million metric tons CO2
SD,1995,131.569883,million metric tons CO2
SD,1994,123.842036,million metric tons CO2
SD,1993,125.803445,million metric tons CO2
SD,1992,120.935042,million metric tons CO2
SD,1991,114.252069,million metric tons CO2
SD,1990,109.960946,million metric tons CO2
SD,1989,110.071681,million metric tons CO2
SD,1988,104.613623,million metric tons CO2
SD,1987,103.247542,million metric tons CO2
SD,1986,101.305673,million metric tons CO2
SD,1985,100.906704,million metric tons CO2
SD,1984,94.674537,million metric tons CO2
SD,1983,89.55813,million metric tons CO2
SD,1982,90.38386,million metric tons CO2
SD,1981,102.809002,million metric tons CO2
SD,1980,106.72826,million metric tons CO2
TN,2016,115.088298,million metric tons CO2
TN,2015,120.142812,million metric tons CO2
TN,2014,123.161802,million metric tons CO2
TN,2013,120.908517,million metric tons CO2
TN,2012,123.201027,million metric tons CO2
TN,2011,129.930038,million metric tons CO2
TN,2010,132.767419,million metric tons CO2
TN,2009,120.100202,million metric tons CO2
TN,2008,139.628142,million metric tons CO2
TN,2007,147.430252,million metric tons CO2
TN,2006,145.782018,million metric tons CO2
TN,2005,143.332446,million metric tons CO2
TN,2004,141.664798,million metric tons CO2
TN,2003,139.358938,million metric tons CO2
TN,2002,138.490682,million metric tons CO2
TN,2001,133.630128,million metric tons CO2
TN,2000,142.242532,million metric tons CO2
TN,1999,136.122518,million metric tons CO2
TN,1998,133.741224,million metric tons CO2
TN,1997,134.474292,million metric tons CO2
TN,1996,137.576151,million metric tons CO2
TN,1995,131.569883,million metric tons CO2
TN,1994,123.842036,million metric tons CO2
TN,1993,125.803445,million metric tons CO2
TN,1992,120.935042,million metric tons CO2
TN,1991,114.252069,million metric tons CO2
TN,1990,109.960946,million metric tons CO2
TN,1989,110.071681,million metric tons CO2
TN,1988,104.613623,million metric tons CO2
TN,1987,103.247542,million metric tons CO2
TN,1986,101.305673,million metric tons CO2
TN,1985,100.906704,million metric tons CO2
TN,1984,94.674537,million metric tons CO2
TN,1983,89.55813,million metric tons CO2
TN,1982,90.38386,million metric tons CO2
TN,1981,102.809002,million metric tons CO2
TN,1980,106.72826,million metric tons CO2
TX,2016,115.088298,million metric tons CO2
TX,2015,120.142812,million metric tons CO2
TX,2014,123.161802,million metric tons CO2
TX,2013,120.908517,million metric tons CO2
TX,2012,123.201027,million metric tons CO2
TX,2011,129.930038,million metric tons CO2
TX,2010,132.767419,million metric tons CO2
TX,2009,120.100202,million metric tons CO2
TX,2008,139.628142,million metric tons CO2
TX,2007,147.430252,million metric tons CO2
TX,2006,145.782018,million metric tons CO2
TX,2005,143.332446,million metric tons CO2
TX,2004,141.664798,million metric tons CO2
TX,2003,139.358938,million metric tons CO2
TX,2002,138.490682,million metric tons CO2
TX,2001,133.630128,million metric tons CO2
TX,2000,142.242532,million metric tons CO2
TX,1999,136.122518,million metric tons CO2
TX,1998,133.741224,million metric tons CO2
TX,1997,134.474292,million metric tons CO2
TX,1996,137.576151,million metric tons CO2
TX,1995,131.569883,million metric tons CO2
TX,1994,123.842036,million metric tons CO2
TX,1993,125.803445,million metric tons CO2
TX,1992,120.935042,million metric tons CO2
TX,1991,114.252069,million metric tons CO2
TX,1990,109.960946,million metric tons CO2
TX,1989,110.071681,million metric tons CO2
TX,1988,104.613623,million metric tons CO2
TX,1987,103.247542,million metric tons CO2
TX,1986,101.305673,million metric tons CO2
TX,1985,100.906704,million metric tons CO2
TX,1984,94.674537,million metric tons CO2
TX,1983,89.55813,million metric tons CO2
TX,1982,90.38386,million metric tons CO2
TX,1981,102.809002,million metric tons CO2
TX,1980,106.72826,million metric tons CO2
US,2016,115.088298,million metric tons CO2
US,2015,120.142812,million metric tons CO2
US,2014,123.161802,million metric tons CO2
US,2013,120.908517,million metric tons CO2
US,2012,123.201027,million metric tons CO2
US,2011,129.930038,million metric tons CO2
US,2010,132.767419,million metric tons CO2
US,2009,120.100202,million metric tons CO2
US,2008,139.628142,million metric tons CO2
US,2007,147.430252,million metric tons CO2
US,2006,145.782018,million metric tons CO2
US,2005,143.332446,million metric tons CO2
US,2004,141.664798,million metric tons CO2
US,2003,139.358938,million metric tons CO2
US,2002,138.490682,million metric tons CO2
US,2001,133.630128,million metric tons CO2
US,2000,142.242532,million metric tons CO2
US,1999,136.122518,million metric tons CO2
US,1998,133.741224,million metric tons CO2
US,1997,134.474292,million metric tons CO2
US,1996,137.576151,million metric tons CO2
US,1995,131.569883,million metric tons CO2
US,1994,123.842036,million metric tons CO2
US,1993,125.803445,million metric tons CO2
US,1992,120.935042,million metric tons CO2
US,1991,114.252069,million metric tons CO2
US,1990,109.960946,million metric tons CO2
US,1989,110.071681,million metric tons CO2
US,1988,104.613623,million metric tons CO2
US,1987,103.247542,million metric tons CO2
US,1986,101.305673,million metric tons CO2
US,1985,100.906704,million metric tons CO2
US,1984,94.674537,million metric tons CO2
US,1983,89.55813,million metric tons CO2
US,1982,90.38386,million metric tons CO2
US,1981,102.809002,million metric tons CO2
US,1980,106.72826,million metric tons CO2
UT,2016,115.088298,million metric tons CO2
UT,2015,120.142812,million metric tons CO2
UT,2014,123.161802,million metric tons CO2
UT,2013,120.908517,million metric tons CO2
UT,2012,123.201027,million metric tons CO2
UT,2011,129.930038,million metric tons CO2
UT,2010,132.767419,million metric tons CO2
UT,2009,120.100202,million metric tons CO2
UT,2008,139.628142,million metric tons CO2
UT,2007,147.430252,million metric tons CO2
UT,2006,145.782018,million metric tons CO2
UT,2005,143.332446,million metric tons CO2
UT,2004,141.664798,million metric tons CO2
UT,2003,139.358938,million metric tons CO2
UT,2002,138.490682,million metric tons CO2
UT,2001,133.630128,million metric tons CO2
UT,2000,142.242532,million metric tons CO2
UT,1999,136.122518,million metric tons CO2
UT,1998,133.741224,million metric tons CO2
UT,1997,134.474292,million metric tons CO2
UT,1996,137.576151,million metric tons CO2
UT,1995,131.569883,million metric tons CO2
UT,1994,123.842036,million metric tons CO2
UT,1993,125.803445,million metric tons CO2
UT,1992,120.935042,million metric tons CO2
UT,1991,114.252069,million metric tons CO2
