State,Year,Total_co2_emission,CO2_Unit,Average_Price,Price_Unit,resident_population,Pop_Unit,Total_energy,ENERGY_Unit,Total_renewable_energy,Renew_Unit
TN,2013,98.273647,million metric tons CO2,21.64,Dollars per million Btu,6493,Thousand,551253,Billion Btu,185717,Billion Btu
TN,2012,99.648656,million metric tons CO2,22.26,Dollars per million Btu,6451,Thousand,473054,Billion Btu,143005,Billion Btu
TN,2011,106.068497,million metric tons CO2,22.05,Dollars per million Btu,6397,Thousand,511186,Billion Btu,152488,Billion Btu
TN,2010,109.571968,million metric tons CO2,18.66,Dollars per million Btu,6355,Thousand,509393,Billion Btu,141186,Billion Btu
TN,2009,101.97109499999999,million metric tons CO2,17.14,Dollars per million Btu,6306,Thousand,518586,Billion Btu,155555,Billion Btu
TN,2008,120.41561200000001,million metric tons CO2,20.63,Dollars per million Btu,6247,Thousand,482365,Billion Btu,122544,Billion Btu
TN,2007,126.911809,million metric tons CO2,17.32,Dollars per million Btu,6176,Thousand,489761,Billion Btu,105896,Billion Btu
TN,2006,127.17676499999999,million metric tons CO2,16.38,Dollars per million Btu,6089,Thousand,476871,Billion Btu,134692,Billion Btu
TN,2005,125.14473799999999,million metric tons CO2,14.65,Dollars per million Btu,5991,Thousand,543466,Billion Btu,158277,Billion Btu
TN,2004,123.71963000000001,million metric tons CO2,12.17,Dollars per million Btu,5911,Thousand,561169,Billion Btu,175977,Billion Btu
TN,2003,122.324205,million metric tons CO2,10.63,Dollars per million Btu,5848,Thousand,511002,Billion Btu,179977,Billion Btu
TN,2002,124.054565,million metric tons CO2,9.69,Dollars per million Btu,5796,Thousand,526516,Billion Btu,144778,Billion Btu
TN,2001,124.720105,million metric tons CO2,9.99,Dollars per million Btu,5751,Thousand,529706,Billion Btu,136233,Billion Btu
TN,2000,126.943923,million metric tons CO2,10.0,Dollars per million Btu,5704,Thousand,464215,Billion Btu,118161,Billion Btu
TN,1999,121.05281799999999,million metric tons CO2,8.66,Dollars per million Btu,5639,Thousand,498129,Billion Btu,129913,Billion Btu
TN,1998,120.560996,million metric tons CO2,8.43,Dollars per million Btu,5570,Thousand,529550,Billion Btu,156780,Billion Btu
TN,1997,122.03588,million metric tons CO2,8.78,Dollars per million Btu,5499,Thousand,509140,Billion Btu,160090,Billion Btu
TX,2016,653.821691,million metric tons CO2,12.5,Dollars per million Btu,27937,Thousand,17079792,Billion Btu,645737,Billion Btu
TX,2015,618.5514019999999,million metric tons CO2,13.69,Dollars per million Btu,27487,Thousand,18100356,Billion Btu,526098,Billion Btu
TX,2014,618.026214,million metric tons CO2,18.93,Dollars per million Btu,26977,Thousand,17638649,Billion Btu,486452,Billion Btu
TX,2013,620.0037570000001,million metric tons CO2,19.1,Dollars per million Btu,26489,Thousand,15678239,Billion Btu,448021,Billion Btu
TX,2012,590.116325,million metric tons CO2,19.26,Dollars per million Btu,26090,Thousand,14196888,Billion Btu,406314,Billion Btu
TX,2011,595.184034,million metric tons CO2,20.53,Dollars per million Btu,25646,Thousand,12576777,Billion Btu,395241,Billion Btu
TX,2010,576.2346980000001,million metric tons CO2,17.41,Dollars per million Btu,25243,Thousand,11415465,Billion Btu,354583,Billion Btu
TX,2009,541.13013,million metric tons CO2,15.75,Dollars per million Btu,24802,Thousand,11099823,Billion Btu,272327,Billion Btu
TX,2008,574.867435,million metric tons CO2,21.71,Dollars per million Btu,24309,Thousand,11330452,Billion Btu,272381,Billion Btu
TX,2007,608.590975,million metric tons CO2,17.79,Dollars per million Btu,23832,Thousand,10320336,Billion Btu,191762,Billion Btu
TX,2006,611.2685290000001,million metric tons CO2,16.78,Dollars per million Btu,23360,Thousand,9725664,Billion Btu,152231,Billion Btu
TX,2005,601.565397,million metric tons CO2,14.72,Dollars per million Btu,22778,Thousand,9405375,Billion Btu,137516,Billion Btu
TX,2004,637.837982,million metric tons CO2,11.41,Dollars per million Btu,22394,Thousand,9180382,Billion Btu,120812,Billion Btu
TX,2003,644.933595,million metric tons CO2,9.76,Dollars per million Btu,22031,Thousand,9303094,Billion Btu,115456,Billion Btu
TX,2002,651.131551,million metric tons CO2,7.96,Dollars per million Btu,21690,Thousand,9293524,Billion Btu,121027,Billion Btu
TX,2001,640.639196,million metric tons CO2,8.86,Dollars per million Btu,21320,Thousand,9527360,Billion Btu,96535,Billion Btu
TX,2000,647.330647,million metric tons CO2,8.74,Dollars per million Btu,20944,Thousand,9703693,Billion Btu,96071,Billion Btu
TX,1999,623.391844,million metric tons CO2,6.71,Dollars per million Btu,20558,Thousand,9544693,Billion Btu,93993,Billion Btu
TX,1998,647.3548139999999,million metric tons CO2,6.08,Dollars per million Btu,20158,Thousand,10144307,Billion Btu,110071,Billion Btu
TX,1997,641.286216,million metric tons CO2,6.9,Dollars per million Btu,19740,Thousand,10220538,Billion Btu,122666,Billion Btu
US,2016,5160.99085,million metric tons CO2,15.94,Dollars per million Btu,323071,Thousand,84247690,Billion Btu,8053314,Billion Btu
US,2015,5207.386647,million metric tons CO2,17.3,Dollars per million Btu,320743,Thousand,88197690,Billion Btu,7488974,Billion Btu
US,2014,5350.26544,million metric tons CO2,21.33,Dollars per million Btu,318386,Thousand,87613590,Billion Btu,7670927,Billion Btu
US,2013,5301.451176,million metric tons CO2,21.42,Dollars per million Btu,316058,Thousand,81705691,Billion Btu,7445307,Billion Btu
US,2012,5162.563034000001,million metric tons CO2,21.83,Dollars per million Btu,313874,Thousand,79131447,Billion Btu,6936925,Billion Btu
US,2011,5382.449527000001,million metric tons CO2,21.86,Dollars per million Btu,311580,Thousand,77859295,Billion Btu,7194676,Billion Btu
US,2010,5514.297402,million metric tons CO2,18.92,Dollars per million Btu,309326,Thousand,74692403,Billion Btu,6344556,Billion Btu
US,2009,5313.844121,million metric tons CO2,17.26,Dollars per million Btu,306772,Thousand,72679848,Billion Btu,6054468,Billion Btu
US,2008,5726.287029,million metric tons CO2,21.53,Dollars per million Btu,304094,Thousand,73006805,Billion Btu,5817151,Billion Btu
US,2007,5919.121363,million metric tons CO2,18.34,Dollars per million Btu,301231,Thousand,71224772,Billion Btu,5540051,Billion Btu
US,2006,5822.296550999999,million metric tons CO2,17.4,Dollars per million Btu,298380,Thousand,70616450,Billion Btu,5870434,Billion Btu
US,2005,5893.552285,million metric tons CO2,15.57,Dollars per million Btu,295517,Thousand,69478650,Billion Btu,5657879,Billion Btu
US,2004,5873.565342,million metric tons CO2,12.9,Dollars per million Btu,292805,Thousand,70259294,Billion Btu,5576869,Billion Btu
US,2003,5777.692218,million metric tons CO2,11.44,Dollars per million Btu,290108,Thousand,69906269,Billion Btu,5541011,Billion Btu
US,2002,5725.245815,million metric tons CO2,10.1,Dollars per million Btu,287625,Thousand,70714263,Billion Btu,5422726,Billion Btu
US,2001,5685.468162,million metric tons CO2,10.78,Dollars per million Btu,284969,Thousand,71702773,Billion Btu,4911635,Billion Btu
US,2000,5797.902868,million metric tons CO2,10.33,Dollars per million Btu,282162,Thousand,71296592,Billion Btu,5868518,Billion Btu
US,1999,5606.000407,million metric tons CO2,8.58,Dollars per million Btu,279040,Thousand,71651776,Billion Btu,6305710,Billion Btu
US,1998,5562.034442,million metric tons CO2,8.22,Dollars per million Btu,275854,Thousand,72916246,Billion Btu,6290261,Billion Btu
US,1997,5540.323209,million metric tons CO2,8.83,Dollars per million Btu,272647,Thousand,73032371,Billion Btu,6827986,Billion Btu
UT,2016,58.761516,million metric tons CO2,15.7,Dollars per million Btu,3043,Thousand,920341,Billion Btu,33653,Billion Btu
UT,2015,63.469779,million metric tons CO2,17.17,Dollars per million Btu,2982,Thousand,1020718,Billion Btu,21462,Billion Btu
UT,2014,65.107913,million metric tons CO2,21.0,Dollars per million Btu,2937,Thousand,1172036,Billion Btu,21576,Billion Btu
UT,2013,66.78323,million metric tons CO2,20.71,Dollars per million Btu,2898,Thousand,1123007,Billion Btu,17067,Billion Btu
UT,2012,61.408705000000005,million metric tons CO2,21.19,Dollars per million Btu,2853,Thousand,1118331,Billion Btu,20513,Billion Btu
UT,2011,64.110907,million metric tons CO2,20.33,Dollars per million Btu,2814,Thousand,1128682,Billion Btu,24231,Billion Btu
UT,2010,63.633486,million metric tons CO2,17.04,Dollars per million Btu,2775,Thousand,1073079,Billion Btu,17469,Billion Btu
UT,2009,64.377999,million metric tons CO2,15.03,Dollars per million Btu,2723,Thousand,1127555,Billion Btu,15951,Billion Btu
UT,2008,69.153326,million metric tons CO2,18.7,Dollars per million Btu,2663,Thousand,1169898,Billion Btu,13953,Billion Btu
UT,2007,70.004323,million metric tons CO2,16.51,Dollars per million Btu,2598,Thousand,1080950,Billion Btu,11031,Billion Btu
UT,2006,68.047249,million metric tons CO2,15.88,Dollars per million Btu,2526,Thousand,1082815,Billion Btu,13202,Billion Btu
UT,2005,66.755136,million metric tons CO2,13.73,Dollars per million Btu,2458,Thousand,986220,Billion Btu,13607,Billion Btu
UT,2004,65.140618,million metric tons CO2,11.39,Dollars per million Btu,2402,Thousand,884345,Billion Btu,10581,Billion Btu
UT,2003,62.71377,million metric tons CO2,10.19,Dollars per million Btu,2360,Thousand,912211,Billion Btu,10252,Billion Btu
UT,2002,61.958172999999995,million metric tons CO2,9.18,Dollars per million Btu,2325,Thousand,972900,Billion Btu,10879,Billion Btu
UT,2001,62.720996,million metric tons CO2,9.27,Dollars per million Btu,2284,Thousand,1056722,Billion Btu,10816,Billion Btu
UT,2000,64.88079300000001,million metric tons CO2,8.72,Dollars per million Btu,2245,Thousand,1039553,Billion Btu,15405,Billion Btu
UT,1999,62.037089,million metric tons CO2,7.51,Dollars per million Btu,2203,Thousand,1029825,Billion Btu,20361,Billion Btu
UT,1998,63.221477,million metric tons CO2,6.99,Dollars per million Btu,2166,Thousand,1040530,Billion Btu,19503,Billion Btu
UT,1997,60.817356000000004,million metric tons CO2,7.66,Dollars per million Btu,2120,Thousand,1044515,Billion Btu,20402,Billion Btu
VT,2016,5.954931,million metric tons CO2,19.87,Dollars per million Btu,624,Thousand,28443,Billion Btu,28443,Billion Btu
VT,2015,6.161364,million metric tons CO2,21.31,Dollars per million Btu,625,Thousand,30551,Billion Btu,30551,Billion Btu
VT,2014,5.902009,million metric tons CO2,27.69,Dollars per million Btu,625,Thousand,85902,Billion Btu,32973,Billion Btu
VT,2013,5.7591730000000005,million metric tons CO2,28.26,Dollars per million Btu,626,Thousand,84095,Billion Btu,33455,Billion Btu
VT,2012,5.465304,million metric tons CO2,29.06,Dollars per million Btu,626,Thousand,78283,Billion Btu,25999,Billion Btu
VT,2011,5.821912,million metric tons CO2,27.91,Dollars per million Btu,627,Thousand,80646,Billion Btu,29295,Billion Btu
VT,2010,5.895783,million metric tons CO2,23.65,Dollars per million Btu,626,Thousand,80702,Billion Btu,30716,Billion Btu
VT,2009,6.175924,million metric tons CO2,21.15,Dollars per million Btu,625,Thousand,87639,Billion Btu,31572,Billion Btu
VT,2008,5.943214,million metric tons CO2,27.01,Dollars per million Btu,624,Thousand,78193,Billion Btu,27029,Billion Btu
VT,2007,6.511669,million metric tons CO2,22.9,Dollars per million Btu,623,Thousand,67989,Billion Btu,18652,Billion Btu
VT,2006,6.683664,million metric tons CO2,21.03,Dollars per million Btu,623,Thousand,80881,Billion Btu,27595,Billion Btu
VT,2005,6.809392,million metric tons CO2,18.66,Dollars per million Btu,621,Thousand,66815,Billion Btu,24325,Billion Btu
VT,2004,7.0326949999999995,million metric tons CO2,15.96,Dollars per million Btu,620,Thousand,62271,Billion Btu,22040,Billion Btu
VT,2003,6.602036,million metric tons CO2,14.66,Dollars per million Btu,618,Thousand,70371,Billion Btu,24054,Billion Btu
VT,2002,6.358235,million metric tons CO2,13.8,Dollars per million Btu,615,Thousand,64091,Billion Btu,22714,Billion Btu
VT,2001,6.612325,million metric tons CO2,13.9,Dollars per million Btu,612,Thousand,60900,Billion Btu,17341,Billion Btu
VT,2000,6.750986999999999,million metric tons CO2,13.6,Dollars per million Btu,610,Thousand,68821,Billion Btu,21389,Billion Btu
VT,1999,6.499816,million metric tons CO2,11.69,Dollars per million Btu,605,Thousand,63218,Billion Btu,20800,Billion Btu
VT,1998,6.256511,million metric tons CO2,11.08,Dollars per million Btu,600,Thousand,55515,Billion Btu,20290,Billion Btu
VT,1997,6.489952,million metric tons CO2,11.4,Dollars per million Btu,597,Thousand,64725,Billion Btu,19949,Billion Btu
VA,2016,104.237817,million metric tons CO2,16.61,Dollars per million Btu,8411,Thousand,910658,Billion Btu,134016,Billion Btu
VA,2015,103.198361,million metric tons CO2,17.9,Dollars per million Btu,8363,Thousand,931905,Billion Btu,131610,Billion Btu
VA,2014,104.079051,million metric tons CO2,21.81,Dollars per million Btu,8312,Thousand,985885,Billion Btu,130714,Billion Btu
VA,2013,105.042324,million metric tons CO2,22.12,Dollars per million Btu,8253,Thousand,1025885,Billion Btu,118231,Billion Btu
VA,2012,97.800619,million metric tons CO2,22.73,Dollars per million Btu,8185,Thousand,1047354,Billion Btu,101529,Billion Btu
VA,2011,99.82175500000001,million metric tons CO2,22.3,Dollars per million Btu,8100,Thousand,1087672,Billion Btu,102295,Billion Btu
VA,2010,108.65244399999999,million metric tons CO2,19.2,Dollars per million Btu,8024,Thousand,1100815,Billion Btu,107312,Billion Btu
VA,2009,105.464708,million metric tons CO2,17.56,Dollars per million Btu,7926,Thousand,1091443,Billion Btu,114854,Billion Btu
VA,2008,116.53273700000001,million metric tons CO2,21.18,Dollars per million Btu,7833,Thousand,1166053,Billion Btu,117389,Billion Btu
VA,2007,127.724383,million metric tons CO2,17.56,Dollars per million Btu,7751,Thousand,1175202,Billion Btu,116779,Billion Btu
VA,2006,122.45905900000001,million metric tons CO2,16.63,Dollars per million Btu,7674,Thousand,1281790,Billion Btu,118780,Billion Btu
VA,2005,128.941117,million metric tons CO2,14.98,Dollars per million Btu,7577,Thousand,1227039,Billion Btu,126819,Billion Btu
VA,2004,127.093903,million metric tons CO2,12.67,Dollars per million Btu,7476,Thousand,1312037,Billion Btu,110813,Billion Btu
VA,2003,123.26489699999999,million metric tons CO2,11.27,Dollars per million Btu,7367,Thousand,1339693,Billion Btu,104127,Billion Btu
VA,2002,119.126947,million metric tons CO2,10.45,Dollars per million Btu,7287,Thousand,1235676,Billion Btu,76937,Billion Btu
VA,2001,120.594249,million metric tons CO2,10.71,Dollars per million Btu,7198,Thousand,1299958,Billion Btu,92682,Billion Btu
VA,2000,122.889517,million metric tons CO2,10.42,Dollars per million Btu,7106,Thousand,1353571,Billion Btu,113879,Billion Btu
VA,1999,113.95961299999999,million metric tons CO2,8.8,Dollars per million Btu,7000,Thousand,1345658,Billion Btu,120016,Billion Btu
VA,1998,111.93908400000001,million metric tons CO2,8.44,Dollars per million Btu,6901,Thousand,1374506,Billion Btu,122808,Billion Btu
VA,1997,109.94240900000001,million metric tons CO2,9.23,Dollars per million Btu,6829,Thousand,1425090,Billion Btu,123325,Billion Btu
WA,2016,78.856651,million metric tons CO2,15.79,Dollars per million Btu,7295,Thousand,1008329,Billion Btu,907655,Billion Btu
WA,2015,73.419535,million metric tons CO2,17.39,Dollars per million Btu,7164,Thousand,941785,Billion Btu,856438,Billion Btu
WA,2014,71.536807,million metric tons CO2,21.17,Dollars per million Btu,7052,Thousand,1034601,Billion Btu,935268,Billion Btu
WA,2013,73.082723,million metric tons CO2,21.53,Dollars per million Btu,6963,Thousand,1010659,Billion Btu,922251,Billion Btu
WA,2012,68.290878,million metric tons CO2,21.79,Dollars per million Btu,6893,Thousand,1114043,Billion Btu,1016235,Billion Btu
WA,2011,68.539759,million metric tons CO2,21.49,Dollars per million Btu,6822,Thousand,1106551,Billion Btu,1056258,Billion Btu
WA,2010,73.422054,million metric tons CO2,18.36,Dollars per million Btu,6743,Thousand,914338,Billion Btu,817750,Billion Btu
WA,2009,73.370437,million metric tons CO2,16.78,Dollars per million Btu,6667,Thousand,901433,Billion Btu,832048,Billion Btu
WA,2008,75.53502900000001,million metric tons CO2,20.61,Dollars per million Btu,6562,Thousand,976130,Billion Btu,879243,Billion Btu
WA,2007,78.860782,million metric tons CO2,17.71,Dollars per million Btu,6462,Thousand,968204,Billion Btu,883153,Billion Btu
WA,2006,73.37445799999999,million metric tons CO2,16.46,Dollars per million Btu,6371,Thousand,1065862,Billion Btu,928254,Billion Btu
WA,2005,75.751813,million metric tons CO2,14.99,Dollars per million Btu,6257,Thousand,976432,Billion Btu,807670,Billion Btu
WA,2004,74.772063,million metric tons CO2,13.06,Dollars per million Btu,6179,Thousand,1001254,Billion Btu,817539,Billion Btu
WA,2003,73.524808,million metric tons CO2,11.5,Dollars per million Btu,6104,Thousand,1006268,Billion Btu,829004,Billion Btu
WA,2002,71.52101400000001,million metric tons CO2,10.45,Dollars per million Btu,6052,Thousand,1073718,Billion Btu,887661,Billion Btu
WA,2001,77.94064,million metric tons CO2,10.44,Dollars per million Btu,5986,Thousand,817353,Billion Btu,658828,Billion Btu
WA,2000,78.093356,million metric tons CO2,9.53,Dollars per million Btu,5911,Thousand,1065124,Billion Btu,908594,Billion Btu
WA,1999,76.176967,million metric tons CO2,7.64,Dollars per million Btu,5843,Thousand,1209409,Billion Btu,1081546,Billion Btu
WA,1998,76.063097,million metric tons CO2,7.01,Dollars per million Btu,5770,Thousand,1047355,Billion Btu,901648,Billion Btu
WA,1997,75.52136800000001,million metric tons CO2,7.85,Dollars per million Btu,5675,Thousand,1295763,Billion Btu,1158647,Billion Btu
WV,2016,94.552182,million metric tons CO2,16.45,Dollars per million Btu,1831,Thousand,3784831,Billion Btu,44824,Billion Btu
WV,2015,92.08074,million metric tons CO2,16.89,Dollars per million Btu,1842,Thousand,4106078,Billion Btu,45199,Billion Btu
WV,2014,99.95947,million metric tons CO2,20.09,Dollars per million Btu,1849,Thousand,4201168,Billion Btu,50319,Billion Btu
WV,2013,94.331604,million metric tons CO2,20.64,Dollars per million Btu,1854,Thousand,3799597,Billion Btu,54160,Billion Btu
WV,2012,92.05680600000001,million metric tons CO2,21.19,Dollars per million Btu,1857,Thousand,3720572,Billion Btu,44235,Billion Btu
WV,2011,97.73417099999999,million metric tons CO2,20.53,Dollars per million Btu,1856,Thousand,3820505,Billion Btu,44580,Billion Btu
WV,2010,100.386365,million metric tons CO2,17.43,Dollars per million Btu,1854,Thousand,3700095,Billion Btu,42406,Billion Btu
WV,2009,89.368775,million metric tons CO2,15.98,Dollars per million Btu,1848,Thousand,3734008,Billion Btu,45048,Billion Btu
WV,2008,110.20286200000001,million metric tons CO2,17.64,Dollars per million Btu,1840,Thousand,4188949,Billion Btu,29247,Billion Btu
WV,2007,114.37298700000001,million metric tons CO2,15.02,Dollars per million Btu,1834,Thousand,4155403,Billion Btu,26006,Billion Btu
WV,2006,112.147878,million metric tons CO2,14.39,Dollars per million Btu,1828,Thousand,4106081,Billion Btu,28268,Billion Btu
WV,2005,111.982933,million metric tons CO2,13.24,Dollars per million Btu,1820,Thousand,4136605,Billion Btu,28331,Billion Btu
WV,2004,109.79478300000001,million metric tons CO2,10.85,Dollars per million Btu,1816,Thousand,3976697,Billion Btu,19228,Billion Btu
WV,2003,113.05662099999999,million metric tons CO2,9.68,Dollars per million Btu,1812,Thousand,3765536,Billion Btu,19809,Billion Btu
WV,2002,116.478306,million metric tons CO2,8.53,Dollars per million Btu,1805,Thousand,4047572,Billion Btu,15137,Billion Btu
WV,2001,103.52561999999999,million metric tons CO2,8.81,Dollars per million Btu,1801,Thousand,4330256,Billion Btu,14725,Billion Btu
WV,2000,114.188998,million metric tons CO2,8.78,Dollars per million Btu,1807,Thousand,4339126,Billion Btu,17379,Billion Btu
WV,1999,114.69448700000001,million metric tons CO2,7.64,Dollars per million Btu,1812,Thousand,4242051,Billion Btu,14808,Billion Btu
WV,1998,114.044767,million metric tons CO2,7.26,Dollars per million Btu,1816,Thousand,4640243,Billion Btu,16211,Billion Btu
WV,1997,110.645496,million metric tons CO2,7.91,Dollars per million Btu,1819,Thousand,4685293,Billion Btu,17582,Billion Btu
WI,2016,95.609027,million metric tons CO2,15.77,Dollars per million Btu,5773,Thousand,309813,Billion Btu,129893,Billion Btu
WI,2015,99.831976,million metric tons CO2,16.98,Dollars per million Btu,5761,Thousand,307426,Billion Btu,131482,Billion Btu
WI,2014,101.061041,million metric tons CO2,20.66,Dollars per million Btu,5752,Thousand,312549,Billion Btu,140932,Billion Btu
WI,2013,100.810347,million metric tons CO2,20.27,Dollars per million Btu,5737,Thousand,325599,Billion Btu,138009,Billion Btu
WI,2012,90.188846,million metric tons CO2,21.34,Dollars per million Btu,5720,Thousand,344205,Billion Btu,127575,Billion Btu
WI,2011,97.379689,million metric tons CO2,20.9,Dollars per million Btu,5705,Thousand,323588,Billion Btu,132130,Billion Btu
WI,2010,98.234237,million metric tons CO2,18.46,Dollars per million Btu,5690,Thousand,342572,Billion Btu,132144,Billion Btu
WI,2009,95.84638100000001,million metric tons CO2,16.71,Dollars per million Btu,5669,Thousand,303439,Billion Btu,107292,Billion Btu
WI,2008,104.78197,million metric tons CO2,20.14,Dollars per million Btu,5641,Thousand,303547,Billion Btu,114688,Billion Btu
WI,2007,104.38490300000001,million metric tons CO2,17.95,Dollars per million Btu,5611,Thousand,283921,Billion Btu,109034,Billion Btu
WI,2006,102.649737,million metric tons CO2,16.75,Dollars per million Btu,5578,Thousand,272282,Billion Btu,115196,Billion Btu
WI,2005,110.48353600000002,million metric tons CO2,15.08,Dollars per million Btu,5546,Thousand,248416,Billion Btu,120705,Billion Btu
WI,2004,107.20967900000001,million metric tons CO2,12.75,Dollars per million Btu,5514,Thousand,232711,Billion Btu,93609,Billion Btu
WI,2003,104.74776999999999,million metric tons CO2,11.32,Dollars per million Btu,5479,Thousand,242769,Billion Btu,104497,Billion Btu
WI,2002,106.735324,million metric tons CO2,10.0,Dollars per million Btu,5445,Thousand,231538,Billion Btu,98559,Billion Btu
WI,2001,105.57311999999999,million metric tons CO2,10.56,Dollars per million Btu,5407,Thousand,242017,Billion Btu,121275,Billion Btu
WI,2000,107.75555700000001,million metric tons CO2,9.93,Dollars per million Btu,5374,Thousand,233384,Billion Btu,112750,Billion Btu
WI,1999,105.581797,million metric tons CO2,8.23,Dollars per million Btu,5333,Thousand,234332,Billion Btu,113636,Billion Btu
WI,1998,101.29519300000001,million metric tons CO2,7.97,Dollars per million Btu,5298,Thousand,206741,Billion Btu,107579,Billion Btu
WI,1997,103.338391,million metric tons CO2,8.26,Dollars per million Btu,5266,Thousand,164284,Billion Btu,122612,Billion Btu
WY,2016,60.672975,million metric tons CO2,13.27,Dollars per million Btu,584,Thousand,7518403,Billion Btu,51279,Billion Btu
WY,2015,63.373017000000004,million metric tons CO2,14.87,Dollars per million Btu,586,Thousand,9078727,Billion Btu,45048,Billion Btu
WY,2014,65.319221,million metric tons CO2,18.79,Dollars per million Btu,583,Thousand,9362056,Billion Btu,52436,Billion Btu
WY,2013,68.23325799999999,million metric tons CO2,18.43,Dollars per million Btu,582,Thousand,9236921,Billion Btu,51331,Billion Btu
WY,2012,66.10828000000001,million metric tons CO2,18.68,Dollars per million Btu,576,Thousand,9612685,Billion Btu,51941,Billion Btu
WY,2011,63.840785,million metric tons CO2,18.21,Dollars per million Btu,567,Thousand,10353191,Billion Btu,58644,Billion Btu
WY,2010,65.00039100000001,million metric tons CO2,15.37,Dollars per million Btu,564,Thousand,10536615,Billion Btu,43536,Billion Btu
WY,2009,63.452913,million metric tons CO2,13.64,Dollars per million Btu,560,Thousand,10336858,Billion Btu,33116,Billion Btu
WY,2008,66.65698499999999,million metric tons CO2,17.86,Dollars per million Btu,546,Thousand,10886190,Billion Btu,20835,Billion Btu
WY,2007,66.216076,million metric tons CO2,14.95,Dollars per million Btu,535,Thousand,10416795,Billion Btu,17623,Billion Btu
WY,2006,63.856072999999995,million metric tons CO2,14.55,Dollars per million Btu,523,Thousand,10062253,Billion Btu,18692,Billion Btu
WY,2005,62.978919,million metric tons CO2,12.94,Dollars per million Btu,514,Thousand,9156148,Billion Btu,18449,Billion Btu
WY,2004,63.639352,million metric tons CO2,10.31,Dollars per million Btu,509,Thousand,9002214,Billion Btu,13747,Billion Btu
WY,2003,63.778197999999996,million metric tons CO2,8.8,Dollars per million Btu,503,Thousand,8590378,Billion Btu,11324,Billion Btu
WY,2002,61.893366,million metric tons CO2,8.03,Dollars per million Btu,500,Thousand,8449084,Billion Btu,12014,Billion Btu
WY,2001,63.167179000000004,million metric tons CO2,8.51,Dollars per million Btu,495,Thousand,8299346,Billion Btu,14469,Billion Btu
WY,2000,62.898151,million metric tons CO2,7.92,Dollars per million Btu,494,Thousand,7495961,Billion Btu,14845,Billion Btu
WY,1999,62.007029,million metric tons CO2,6.56,Dollars per million Btu,492,Thousand,7306694,Billion Btu,14023,Billion Btu
WY,1998,63.50102,million metric tons CO2,5.96,Dollars per million Btu,491,Thousand,6876206,Billion Btu,15592,Billion Btu
WY,1997,58.659921,million metric tons CO2,6.48,Dollars per million Btu,489,Thousand,6174129,Billion Btu,16153,Billion Btu
